question_id,sample_id,source_index,budget,question,category,population,evidence_id,dense_relation,association,dense_rank,cc80_rank,a3_rank,admission_phase
ada2a7fd1f38dfadd6d076b8948d8f798e4598ce2cbe02221a32b37af3cd7e79,conv-41,10,32000,When did Maria meet Jean?,2,targeted,d7a6b0a42040a6e06f32803e589d48544c793e1b105c533ceb8f4ff1d834f5ab,TIE_COMPLETE,NOT_APPLICABLE,39,46,7,INITIAL_RELEVANCE
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,16000,What people has Maria met and helped while volunteering?,1,breadth,6056c8a9f3cff821fc7dd54293191a4327a8e208d96f5f69986d93faf6fcf9f3,TIE_MISS,NOT_APPLICABLE,192,167,194,ABSENT
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,16000,What people has Maria met and helped while volunteering?,1,breadth,6a53420f893f18043889f110f9607a29e69f1610e3cacb9d84c964bda9a6c708,TIE_MISS,NOT_APPLICABLE,109,123,111,ABSENT
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,16000,What people has Maria met and helped while volunteering?,1,breadth,ab6b2c4d0cfb606f25c26dbc395846ecb7a15d9795dfaa5e41ea4200bbccc435,TIE_MISS,NOT_APPLICABLE,28,3,33,INITIAL_RELEVANCE
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,16000,What people has Maria met and helped while volunteering?,1,breadth,d8e7c4460f7873090f0d67232502422611b4f69190679b70c8d52dec4ea09080,TIE_MISS,NOT_APPLICABLE,148,107,151,ABSENT
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,32000,What people has Maria met and helped while volunteering?,1,breadth,6056c8a9f3cff821fc7dd54293191a4327a8e208d96f5f69986d93faf6fcf9f3,TIE_MISS,NOT_APPLICABLE,192,167,194,ABSENT
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,32000,What people has Maria met and helped while volunteering?,1,breadth,6a53420f893f18043889f110f9607a29e69f1610e3cacb9d84c964bda9a6c708,TIE_MISS,NOT_APPLICABLE,109,123,111,ABSENT
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,32000,What people has Maria met and helped while volunteering?,1,breadth,ab6b2c4d0cfb606f25c26dbc395846ecb7a15d9795dfaa5e41ea4200bbccc435,TIE_MISS,NOT_APPLICABLE,28,3,33,INITIAL_RELEVANCE
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,conv-41,11,32000,What people has Maria met and helped while volunteering?,1,breadth,d8e7c4460f7873090f0d67232502422611b4f69190679b70c8d52dec4ea09080,TIE_MISS,NOT_APPLICABLE,148,107,151,ABSENT
75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,conv-41,12,16000,What test has John taken multiple times?,1,other,4ae40840518d1dae956915aa90d6b0512870dc2ee704156c9e568d0dc87fc64b,GAIN,A3_ONLY,143,58,16,PROTECTED_SPREAD
75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,conv-41,12,16000,What test has John taken multiple times?,1,other,7194d568a6373a2cc7e88d06cd4bfd2301f5e117e25f0c9f0127203e7fa7e405,GAIN,A3_ONLY,2,1,8,INITIAL_RELEVANCE
75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,conv-41,12,32000,What test has John taken multiple times?,1,other,4ae40840518d1dae956915aa90d6b0512870dc2ee704156c9e568d0dc87fc64b,GAIN,BOTH_CONTROLS,143,58,16,PROTECTED_SPREAD
75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,conv-41,12,32000,What test has John taken multiple times?,1,other,7194d568a6373a2cc7e88d06cd4bfd2301f5e117e25f0c9f0127203e7fa7e405,GAIN,BOTH_CONTROLS,2,1,8,INITIAL_RELEVANCE
714abed9c5552df1a31661a57382863fa09c65b44e7a6aa98821bd86dcedf176,conv-41,13,16000,When did Maria's grandmother pass away?,2,targeted,23bba44c0fb81c410ec3d56662079837a364df49f0f595131c5e91e79b8ae241,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
714abed9c5552df1a31661a57382863fa09c65b44e7a6aa98821bd86dcedf176,conv-41,13,32000,When did Maria's grandmother pass away?,2,targeted,23bba44c0fb81c410ec3d56662079837a364df49f0f595131c5e91e79b8ae241,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,conv-41,14,16000,Would John be considered a patriotic person?,3,other,4ae40840518d1dae956915aa90d6b0512870dc2ee704156c9e568d0dc87fc64b,TIE_MISS,NOT_APPLICABLE,283,288,88,ABSENT
6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,conv-41,14,16000,Would John be considered a patriotic person?,3,other,b05ba4a6c3aac9550093e09e48e2222082724dd07febf465c2bd8d246827a7d4,TIE_MISS,NOT_APPLICABLE,9,14,5,INITIAL_RELEVANCE
6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,conv-41,14,32000,Would John be considered a patriotic person?,3,other,4ae40840518d1dae956915aa90d6b0512870dc2ee704156c9e568d0dc87fc64b,GAIN,A3_ONLY,283,288,88,PROTECTED_SPREAD
6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,conv-41,14,32000,Would John be considered a patriotic person?,3,other,b05ba4a6c3aac9550093e09e48e2222082724dd07febf465c2bd8d246827a7d4,GAIN,A3_ONLY,9,14,5,INITIAL_RELEVANCE
0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,conv-41,15,16000,What writing classes has Maria taken?,1,other,0fdd8704e0b813d5220317b8a761db1ff08d62e6aeff698e431d82a5e44ef3bd,TIE_COMPLETE,NOT_APPLICABLE,3,3,3,INITIAL_RELEVANCE
0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,conv-41,15,16000,What writing classes has Maria taken?,1,other,d7a6b0a42040a6e06f32803e589d48544c793e1b105c533ceb8f4ff1d834f5ab,TIE_COMPLETE,NOT_APPLICABLE,2,2,2,INITIAL_RELEVANCE
0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,conv-41,15,32000,What writing classes has Maria taken?,1,other,0fdd8704e0b813d5220317b8a761db1ff08d62e6aeff698e431d82a5e44ef3bd,TIE_COMPLETE,NOT_APPLICABLE,3,3,3,INITIAL_RELEVANCE
0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,conv-41,15,32000,What writing classes has Maria taken?,1,other,d7a6b0a42040a6e06f32803e589d48544c793e1b105c533ceb8f4ff1d834f5ab,TIE_COMPLETE,NOT_APPLICABLE,2,2,2,INITIAL_RELEVANCE
97606a4096fa4ad9c5b3c8ef0aa86a4601e7cbc88b83892857a996c7d2ce8e36,conv-41,16,16000,When did John get his degree?,2,targeted,0fdd8704e0b813d5220317b8a761db1ff08d62e6aeff698e431d82a5e44ef3bd,TIE_COMPLETE,NOT_APPLICABLE,14,17,23,INITIAL_RELEVANCE
97606a4096fa4ad9c5b3c8ef0aa86a4601e7cbc88b83892857a996c7d2ce8e36,conv-41,16,32000,When did John get his degree?,2,targeted,0fdd8704e0b813d5220317b8a761db1ff08d62e6aeff698e431d82a5e44ef3bd,TIE_COMPLETE,NOT_APPLICABLE,14,17,23,INITIAL_RELEVANCE
6c7d20b33db076d64a3b02c3a3374170f6adb0b03975d00a3941b2d314bf9b4b,conv-41,17,16000,What might John's degree be in?,3,targeted,248fd29caa69bf7a1214d07f17f5adb5156f1517e670cc51cf56e9458a50132c,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
6c7d20b33db076d64a3b02c3a3374170f6adb0b03975d00a3941b2d314bf9b4b,conv-41,17,32000,What might John's degree be in?,3,targeted,248fd29caa69bf7a1214d07f17f5adb5156f1517e670cc51cf56e9458a50132c,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,conv-41,18,16000,Who did John go to yoga with?,1,other,5d8f12253d514dd04077a6ef706dc35ef947f7fb7c2b56c156f929fc5c993299,TIE_COMPLETE,NOT_APPLICABLE,6,6,10,INITIAL_RELEVANCE
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,conv-41,18,16000,Who did John go to yoga with?,1,other,d460f430e8db29bc8538b33256c5dd20ba597ffbc16d8c376a4b8dc979f0ef70,TIE_COMPLETE,NOT_APPLICABLE,3,4,6,INITIAL_RELEVANCE
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,conv-41,18,32000,Who did John go to yoga with?,1,other,5d8f12253d514dd04077a6ef706dc35ef947f7fb7c2b56c156f929fc5c993299,TIE_COMPLETE,NOT_APPLICABLE,6,6,10,INITIAL_RELEVANCE
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,conv-41,18,32000,Who did John go to yoga with?,1,other,d460f430e8db29bc8538b33256c5dd20ba597ffbc16d8c376a4b8dc979f0ef70,TIE_COMPLETE,NOT_APPLICABLE,3,4,6,INITIAL_RELEVANCE
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,conv-41,19,16000,What damages have happened to John's car?,1,other,302bcf455f382dfb8317666b1cf7b9d08310bab660ce3b6e2095580d8c852a3d,TIE_COMPLETE,NOT_APPLICABLE,18,16,23,INITIAL_RELEVANCE
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,conv-41,19,16000,What damages have happened to John's car?,1,other,bda05e9b7ad2d114d3340f32e8fa63aba4b6e38cc05f4a57dfc68f60ff071839,TIE_COMPLETE,NOT_APPLICABLE,2,3,2,INITIAL_RELEVANCE
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,conv-41,19,32000,What damages have happened to John's car?,1,other,302bcf455f382dfb8317666b1cf7b9d08310bab660ce3b6e2095580d8c852a3d,TIE_COMPLETE,NOT_APPLICABLE,18,16,23,INITIAL_RELEVANCE
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,conv-41,19,32000,What damages have happened to John's car?,1,other,bda05e9b7ad2d114d3340f32e8fa63aba4b6e38cc05f4a57dfc68f60ff071839,TIE_COMPLETE,NOT_APPLICABLE,2,3,2,INITIAL_RELEVANCE
9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,conv-41,20,16000,When did John take a road trip to the Pacific Northwest?,2,other,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,conv-41,20,16000,When did John take a road trip to the Pacific Northwest?,2,other,49838d2fc1a4a0a51abb44e584510a045d42febb1a05671c83aebb3827cbadc6,TIE_COMPLETE,NOT_APPLICABLE,3,3,9,INITIAL_RELEVANCE
9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,conv-41,20,32000,When did John take a road trip to the Pacific Northwest?,2,other,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,conv-41,20,32000,When did John take a road trip to the Pacific Northwest?,2,other,49838d2fc1a4a0a51abb44e584510a045d42febb1a05671c83aebb3827cbadc6,TIE_COMPLETE,NOT_APPLICABLE,3,3,9,INITIAL_RELEVANCE
8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,conv-41,21,16000,What areas of the U.S. has John been to or is planning to go to?,1,other,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0,TIE_COMPLETE,NOT_APPLICABLE,5,6,4,INITIAL_RELEVANCE
8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,conv-41,21,16000,What areas of the U.S. has John been to or is planning to go to?,1,other,3ecd0780f5f782e762e667ccf45ceb0326189bd3ed95ea8c55f6ae03cc92d116,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,conv-41,21,32000,What areas of the U.S. has John been to or is planning to go to?,1,other,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0,TIE_COMPLETE,NOT_APPLICABLE,5,6,4,INITIAL_RELEVANCE
8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,conv-41,21,32000,What areas of the U.S. has John been to or is planning to go to?,1,other,3ecd0780f5f782e762e667ccf45ceb0326189bd3ed95ea8c55f6ae03cc92d116,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
ed0317028cb6b2a34fbf1078c280bf61740133cba018028c2cb1ac0a1e4c6c20,conv-41,22,16000,When did John go to a convention with colleagues?,2,targeted,7226c327607941916123babf324c8f5f48f7d1aff938cca9f0c8c6ed4b286208,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
ed0317028cb6b2a34fbf1078c280bf61740133cba018028c2cb1ac0a1e4c6c20,conv-41,22,32000,When did John go to a convention with colleagues?,2,targeted,7226c327607941916123babf324c8f5f48f7d1aff938cca9f0c8c6ed4b286208,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,conv-41,23,16000,What desserts has Maria made?,1,other,520af3f92e59aa287f804894d4d8e23b4a512e75753a1955b25ae886b5e41cd8,TIE_COMPLETE,NOT_APPLICABLE,1,2,1,INITIAL_RELEVANCE
ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,conv-41,23,16000,What desserts has Maria made?,1,other,fe8fb06344e0b5d214a7327094492dd6d1dba8224a28872977b0fd7f19513927,TIE_COMPLETE,NOT_APPLICABLE,2,1,5,INITIAL_RELEVANCE
ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,conv-41,23,32000,What desserts has Maria made?,1,other,520af3f92e59aa287f804894d4d8e23b4a512e75753a1955b25ae886b5e41cd8,TIE_COMPLETE,NOT_APPLICABLE,1,2,1,INITIAL_RELEVANCE
ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,conv-41,23,32000,What desserts has Maria made?,1,other,fe8fb06344e0b5d214a7327094492dd6d1dba8224a28872977b0fd7f19513927,TIE_COMPLETE,NOT_APPLICABLE,2,1,5,INITIAL_RELEVANCE
c3c975d4a2c1c5861466968b73713667362225314ada1d2aeebb693134fb0957,conv-41,24,16000,When did John start boot camp with his family?,2,targeted,e9441a5fcdfd7839439012c681c2caddad111ae6d85ac2da3d9f0bf05dc5473b,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
c3c975d4a2c1c5861466968b73713667362225314ada1d2aeebb693134fb0957,conv-41,24,32000,When did John start boot camp with his family?,2,targeted,e9441a5fcdfd7839439012c681c2caddad111ae6d85ac2da3d9f0bf05dc5473b,TIE_COMPLETE,NOT_APPLICABLE,1,1,1,INITIAL_RELEVANCE
4ce72206d70eb2010ed5fae4597ec37dbe0621e80aebe7151c724290bf094855,conv-41,25,16000,What European countries has Maria been to?,1,other,a4d4cbeba4781b3a015a7e754e53d71e1e78657b3f3ba1745db2e5c1197d5066,TIE_COMPLETE,NOT_APPLICABLE,27,46,31,PROTECTED_SPREAD
4ce72206d70eb2010ed5fae4597ec37dbe0621e80aebe7151c724290bf094855,conv-41,25,16000,What European countries has Maria been to?,1,other,d07bf50e1059c65f150eab47e458b55fbf8c436beedd65f1b58a40fbd86c79e5,TIE_COMPLETE,NOT_APPLICABLE,12,19,19,INITIAL_RELEVANCE
4ce72206d70eb2010ed5fae4597ec37dbe0621e80aebe7151c724290bf094855,conv-41,25,32000,What European countries has Maria been to?,1,other,a4d4cbeba4781b3a015a7e754e53d71e1e78657b3f3ba1745db2e5c1197d5066,TIE_COMPLETE,NOT_APPLICABLE,27,46,31,INITIAL_RELEVANCE
