question_id,sample_id,source_index,category,population,evidence_ids,cc80_16000_evidence,cc80_16000_complete,cc80_32000_evidence,cc80_32000_complete,aspect_static_16000_evidence,aspect_static_16000_complete,aspect_static_32000_evidence,aspect_static_32000_complete,fanout_16000_evidence,fanout_16000_complete,fanout_32000_evidence,fanout_32000_complete
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,conv-41,18,1,other,5d8f12253d514dd04077a6ef706dc35ef947f7fb7c2b56c156f929fc5c993299|d460f430e8db29bc8538b33256c5dd20ba597ffbc16d8c376a4b8dc979f0ef70,2,True,2,True,2,True,2,True,2,True,2,True
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,conv-41,19,1,other,302bcf455f382dfb8317666b1cf7b9d08310bab660ce3b6e2095580d8c852a3d|bda05e9b7ad2d114d3340f32e8fa63aba4b6e38cc05f4a57dfc68f60ff071839,2,True,2,True,2,True,2,True,2,True,2,True
9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,conv-41,20,2,other,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0|49838d2fc1a4a0a51abb44e584510a045d42febb1a05671c83aebb3827cbadc6,2,True,2,True,2,True,2,True,2,True,2,True
8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,conv-41,21,1,other,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0|3ecd0780f5f782e762e667ccf45ceb0326189bd3ed95ea8c55f6ae03cc92d116,2,True,2,True,2,True,2,True,2,True,2,True
ed0317028cb6b2a34fbf1078c280bf61740133cba018028c2cb1ac0a1e4c6c20,conv-41,22,2,targeted,7226c327607941916123babf324c8f5f48f7d1aff938cca9f0c8c6ed4b286208,1,True,1,True,1,True,1,True,1,True,1,True
ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,conv-41,23,1,other,520af3f92e59aa287f804894d4d8e23b4a512e75753a1955b25ae886b5e41cd8|fe8fb06344e0b5d214a7327094492dd6d1dba8224a28872977b0fd7f19513927,2,True,2,True,2,True,2,True,2,True,2,True
c3c975d4a2c1c5861466968b73713667362225314ada1d2aeebb693134fb0957,conv-41,24,2,targeted,e9441a5fcdfd7839439012c681c2caddad111ae6d85ac2da3d9f0bf05dc5473b,1,True,1,True,1,True,1,True,1,True,1,True
4ce72206d70eb2010ed5fae4597ec37dbe0621e80aebe7151c724290bf094855,conv-41,25,1,other,a4d4cbeba4781b3a015a7e754e53d71e1e78657b3f3ba1745db2e5c1197d5066|d07bf50e1059c65f150eab47e458b55fbf8c436beedd65f1b58a40fbd86c79e5,2,True,2,True,2,True,2,True,2,True,2,True
8f9ae358d6e7e92632040ed791454da76fbc27d176b9b7a7a30813a7622c46dd,conv-41,26,1,other,44e4275f99b17ccde061922abb2c2af5e46c9b412e135c4697ec4f9c0d860d20|b260e864e9aefad03ff81e54dfc93c1c9c6492bed9566e23cf8eabd94d078fb1,2,True,2,True,2,True,2,True,2,True,2,True
b775fcf9187bb1dc5eea4a1054905ad24e76b2bfa4a9e7fd83b8cd39592cac01,conv-41,27,2,targeted,06d88680fc1c0c8675d85cc6703fa21dac01e6ab40b3353679d72c7175a1625c,1,True,1,True,1,True,1,True,1,True,1,True
68dcf7b914ea80c711436fb87c227cd2bd44ec9a17b85697bc313a4c65537cf4,conv-41,28,1,breadth,187b8e25453668ddf4f53f757b183f27f758a920163941ee0151fd3d7259d995|57b3dae69448d16e7cd69ac8cb347ea8f44e638a3d55dfa60205dd1424e56a71|b0316780dde7a9905978a36b7a1e9d4e132afa04796b8e86b8e6a43eed3886e5|ba3831a1cbbf64e1c07cdbcaa03db4056688f481d0af67b9cda3490a731ec82a,3,False,3,False,3,False,4,True,3,False,4,True
bc458224e5cc9ef5bf9502afddc64f03a586be6c1360d3fc134b59a782f5c7cb,conv-41,29,1,other,0b29bd9b616cc6f3f19763d5d739ddc6ca334ab07ce813976df6671a8d447681|cf92e46b92da0474a9250cab7b94302ee60f80b3677fe8a13884c535ca9a439f,2,True,2,True,2,True,2,True,2,True,2,True
c3e701757745a0d59758ddfdba3b30cee5f796e4f3cc76c680e828900aa4d92e,conv-41,30,1,breadth,076b21161ddb3b3fc32640d9e7fd83b80a98f47aa865fb2345c8fe5cabd5e4a3|24024622ee26a2ab8246d6f459b03722bda8281b40f140f0d6979298b560b592|b260e864e9aefad03ff81e54dfc93c1c9c6492bed9566e23cf8eabd94d078fb1,3,True,3,True,3,True,3,True,3,True,3,True
3b5dc4d18f50976d41d4ef970a071ab24af511fa02026af72ae1e4a8fe96a605,conv-41,31,2,targeted,e6d0dbb375b2dec063186d79d74425643344b43c8d7aba285327c3513f2d10c6,1,True,1,True,1,True,1,True,1,True,1,True
8a982417a511195efbb0a9fc06208995f8abc361f4b74e525a1a2301c4db6186,conv-41,32,1,other,5aebd5f842f5c6edd0f340938447cfb1a1104cfc0986b1e8fa9a865db690a811|f5a5cdc80414dd62bf5c7533ad93e7791923ab80d0be89037cd52b9dd0daff08,1,False,2,True,1,False,1,False,2,True,2,True
d60c0443cbb6217ed2896f9380bddb5be55c2cb232285ccdc244b9f929ce01e2,conv-41,33,1,breadth,29fc15d78dffc2908fef8b675032427a1f73a896dcb23179bd12c746c39c80e9|720a7846df5e1dacf71e04ac4b76e1e2c831672107a852a172bd2cef484dedc6|77264b457ebc0a89c77e71eb441d83ea36c45a16d7a63c79bc5162eee00cbbb4,3,True,3,True,3,True,3,True,3,True,3,True
152edafcfaccb80100fedd9618fb0d8bef7d39157fa916ec7a908ef7c3f6f27f,conv-41,34,2,targeted,f12f9596510d9b27f6d57f48f20ecad8b621950f84dce3f146bec206f9574229,1,True,1,True,1,True,1,True,1,True,1,True
ad72d579039ea181d479ecb838e1d562952c69ccf832608256f0dcf58a9faf1d,conv-41,35,1,other,165a7edeb666b8f93927ada3bd710c138eb7964598416a0fe21b4d447d5ec253|56e4e7f46a9d10d1439a8a117ce6d8c5c0b60b89218a6275a746e1f72344f005,2,True,2,True,2,True,2,True,2,True,2,True
d224277eceff24fcf743cb31d90c2296293719caab166da4fca15b1b3962b2b2,conv-41,36,1,other,22f3c6db0ff91be264064e4c6c9f7811efadf7da32fa8d79b780f624df4d9424|85366fef3aee1698689ae9d1231dc8497bc87e470c3d7909f79d070cab7daaf4,2,True,2,True,2,True,2,True,2,True,2,True
c6d12ae10830d7054f9a8bfa6e109c37a3ce5571ce292916aa16dc6fc2760e2e,conv-41,37,1,breadth,00f66010252eff70456ccb4ea81175aa73280e4a8b38b64bfc77ef01a731ca47|06d88680fc1c0c8675d85cc6703fa21dac01e6ab40b3353679d72c7175a1625c|118a6e78065727c75cff0a8fbd07415b5f26e7b41e24338d9a0728748d991e34|605b7bb1809618baf49f5ca5f3834a69c70ab549b5c7b3913e369bbc04f802f7|f6307ab7bb359ee3703b6b65629918b44edd0f4ec8c3603aa2dc6d925ddc2b7d,5,True,5,True,5,True,5,True,5,True,5,True
bd7fbfa7f1c6d80208462b78c7b7cdb646ad57a01230e87ac87250554c11fb30,conv-41,38,2,targeted,f49b6d9aec4e257eeb1ba653b1e3a424b4e2c5fb7ada258ae23d8f74b939dc53,0,False,1,True,0,False,0,False,0,False,0,False
1a19d1712aad830025167a7eec6e7bb438396b956346b4f359ac16f12c6e71ae,conv-41,39,3,targeted,f49b6d9aec4e257eeb1ba653b1e3a424b4e2c5fb7ada258ae23d8f74b939dc53,0,False,1,True,0,False,0,False,0,False,0,False
e7351bea6186a9ab85c77ad84bab0c20098b1bb45415dbd676f8e18e16936bff,conv-41,40,1,other,47aeeeb51e6ade6bae7e6bf568a8c776cd3340beff145d772be863191d40ebf1|70c5a358948ed30972927232df60aec487eb55db0cc0175fcf7b94566f9a6946,1,False,1,False,1,False,1,False,1,False,1,False
1617c689353d45ffb675cf8997cbb721c375af92eac8f9b6212c13f16c159593,conv-41,41,3,targeted,0aa190d5231066b035f5fa14dca564b45f2549fc0bb81ffc7d63f19f4403cef7,0,False,1,True,0,False,0,False,0,False,1,True
98c68d28bd72073b8335156b7e0fea200885bbe8eba096ed847f75c5fc1edddb,conv-41,42,1,other,dcca2a0ea816e42f4baf8e7fb0a8442662fd376d3f50c4343efcccdbdcc14436|e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,2,True,2,True,2,True,2,True,2,True,2,True
1b24de20447e3bd6d78d7361f25b869b2b22726f4b1a3f6bfa4115582b59e86e,conv-41,43,2,targeted,e620b54f82220600d2a1b75acfd995a24b664922cf50c7a7f98bf311d689dfce,1,True,1,True,1,True,1,True,1,True,1,True
add82d28e06d3471718bbfd0c7e59110498a92f8e42bbdf957e5a1280f34d7a1,conv-41,44,1,breadth,6757e040905cd0ef009e11aaf210f5370e44a415780c410da47951f0cf3e1276|93827aac53cfdfa2656363a76780047adee29bc35c2173386d4563240b08ece1|a2f06db616f6c1942c270f2eeda5c4e8c1e49e568644d6e7488b933ee8eb82af,2,False,2,False,2,False,2,False,2,False,2,False
c4bf69d7d06891f87c346b585f431847a897b337b49dbe2e45e05f88e593b64e,conv-41,45,3,other,d7a6b0a42040a6e06f32803e589d48544c793e1b105c533ceb8f4ff1d834f5ab|f0bc0a90e9b05f46b9fd7cef299d4796acba1a8334cc777183b21078f3f13b9a,0,False,0,False,0,False,0,False,0,False,0,False
6c16f32fb892ddbc30e3e5634c866df598de30e09a47b7163d028d1bcce553d7,conv-41,46,2,targeted,93827aac53cfdfa2656363a76780047adee29bc35c2173386d4563240b08ece1,1,True,1,True,1,True,1,True,1,True,1,True
7e400493e1f8e110a1b73d407bc503727fec99b6df5446d27f7a5b721cbd09a8,conv-41,47,1,breadth,29fc15d78dffc2908fef8b675032427a1f73a896dcb23179bd12c746c39c80e9|9eb00b1ddad73b5c75ec74d93081256246f1d68d334bc923ac353ee54b76eeb0|cdaeb04364c8a4431a46b27cf2c55d73ffa1f8454588d01412ecc0da0d4a2443|d460f430e8db29bc8538b33256c5dd20ba597ffbc16d8c376a4b8dc979f0ef70,4,True,4,True,4,True,4,True,4,True,4,True
b332250b285864e5fca8925845e8a2e32c94fe270bdda8840c5d0ecd1e1a6774,conv-41,48,2,targeted,744f7622428498c843d0b6a023d63432b46d780734153934c2100df5cea1fe4f,1,True,1,True,1,True,1,True,1,True,1,True
181e2696c54db3a37a848421bd61d2caa5046ea51033b3dc68115f51812dcb5c,conv-41,49,1,other,1bb84173c9ec752cca33c8cdc0aecf94ee42cffe771448f5e772662f1e9a7b1e|f52c31e44ce617f9f85a5634f281084f249fa0d65148cbd501c26af3c6885d78,1,False,2,True,1,False,2,True,1,False,2,True
cc0f2b7067af957251ba161477f8e2703d43088d8f999332abd57df111afe014,conv-41,50,3,breadth,4eabd8f4e07a678631b6e1476c4eb7b37fe7f1bd75ada8e7e91ad863803e9ea3|6670dba22c43db2eda64b12d06762a0cf245c8b4a44be18c8016bb994b28f167|a63ad4c48956a9197472c5426413b61f95ec6c364c91efc43d1b0c729f07f610|cfb36785ab04479ec3b1a711e79a339ee87656444ff861e7a7b85a862f6716ba,0,False,0,False,0,False,0,False,1,False,1,False
fc65d91d1c22d4d789c07a589802bc27dbaf2da242cefb9eaeb5b3628d223273,conv-41,51,2,targeted,466fee59d8b141cb85a240ea9a31c444b0c985e735e93a91d67a9be40946c3dd,1,True,1,True,1,True,1,True,1,True,1,True
ea9de830c59aa8046b513492a5069d4059a487a4e563a42422888e26c0cbe975,conv-41,52,1,other,6056c8a9f3cff821fc7dd54293191a4327a8e208d96f5f69986d93faf6fcf9f3|6a53420f893f18043889f110f9607a29e69f1610e3cacb9d84c964bda9a6c708,2,True,2,True,2,True,2,True,2,True,2,True
b6a82c2eab3acda85ae7e9d6321d7be50fe13198c792398038278bf76017df5f,conv-41,53,2,targeted,8034588ab88eed2ae826c04b6e18ea01fd4aade038127403b81ead5d5b8f04f4,1,True,1,True,1,True,1,True,1,True,1,True
57cb78d9a8700d5254f53691ff26acf59bb2bbad1d2695b95514839c52b4bbf1,conv-41,54,2,targeted,12be8504bf64244162a5c97c76abfbc8534bf0a1c963bcceb894f3cb84425f62,1,True,1,True,1,True,1,True,1,True,1,True
d4f7248959751b17f2d7d3a760a579c652197af8c0337c2231bf6829d5ea29a5,conv-41,55,2,targeted,e2b0b72171f15a0fcf7f73347fce1449f1493f20a2f73601c3c362c7bbe8d247,1,True,1,True,1,True,1,True,1,True,1,True
bc430a52ac972d69552399542570704ba156d837c332e113eecf0f0cecbb0731,conv-41,56,2,other,605b7bb1809618baf49f5ca5f3834a69c70ab549b5c7b3913e369bbc04f802f7|e2b0b72171f15a0fcf7f73347fce1449f1493f20a2f73601c3c362c7bbe8d247,2,True,2,True,2,True,2,True,2,True,2,True
62df22747c16d25cbd57d4bd3af9cc8f44183c952d735149636529e78ed7e8a8,conv-41,57,1,breadth,605b7bb1809618baf49f5ca5f3834a69c70ab549b5c7b3913e369bbc04f802f7|6670dba22c43db2eda64b12d06762a0cf245c8b4a44be18c8016bb994b28f167|aa20f413f43fc5d2ed2ec5b0c17e3cea2d3dd2db39a42047cfda20cddbb02fc2|e7e8f8f50a4ce2e5f2606cb4d5122716414ac496aad6b71524c3a92aff5016fe,4,True,4,True,3,False,4,True,3,False,4,True
defbf87718c39d745b8eb64bee56a468d9d6212f5ddd501bb5c38500a608e4ac,conv-41,58,2,targeted,264a916f6c0ac37440c0e978e076e126148a52459ee538aedd5869baa288b3f2,1,True,1,True,1,True,1,True,1,True,1,True
28fe48b7a92fe2cf728a6c95ce4218f4c9c892dc3aacc53250bd4f535f3ceb6a,conv-41,59,2,targeted,d9f02e1a004293c642b8ec5c5a0d9b07fc1a0101b93a0080de276259b33b2a9d,1,True,1,True,1,True,1,True,1,True,1,True
10d4b1e084bca3837b13a70c3d784b125e8306dd3ded7a453208bc5630b61be1,conv-41,60,1,other,264a916f6c0ac37440c0e978e076e126148a52459ee538aedd5869baa288b3f2|bec3eb990a73591e0428ec4651c8a073dc16f9c1c5584c43274d0503215b612a,2,True,2,True,2,True,2,True,2,True,2,True
36d93b76113ff436fca2d3dc6000320c5c7c072211eb585790088bf31f8c9eb0,conv-41,61,2,targeted,f9124402c78d8e07292ed6fcbce2963ab7ba5ca4a133eeed05c7391182beacc2,1,True,1,True,1,True,1,True,1,True,1,True
3f3ebfe03beaa28e909ecbae26e1aefd3ed79d3984c58c83d4feeacc80ac923d,conv-41,62,1,other,264a916f6c0ac37440c0e978e076e126148a52459ee538aedd5869baa288b3f2|f9124402c78d8e07292ed6fcbce2963ab7ba5ca4a133eeed05c7391182beacc2,2,True,2,True,2,True,2,True,2,True,2,True
af3c9b2697cd74f1299778d1fd9b47d45bbe238357514de39d3f30646c8da82a,conv-41,63,2,other,264a916f6c0ac37440c0e978e076e126148a52459ee538aedd5869baa288b3f2|f9124402c78d8e07292ed6fcbce2963ab7ba5ca4a133eeed05c7391182beacc2,2,True,2,True,2,True,2,True,2,True,2,True
5f30487527c8d532f3b0cd5baec495674a10126b5003fef91554d12f1079ede3,conv-41,64,3,breadth,0139f28e4b0979f270197a8cf34431017d105cde1687a0f112474a0107820fd8|466fee59d8b141cb85a240ea9a31c444b0c985e735e93a91d67a9be40946c3dd|b1b79843720975568442dfcef5ebba03e43b752b821810b307e9ece9389481a6|b260e864e9aefad03ff81e54dfc93c1c9c6492bed9566e23cf8eabd94d078fb1,0,False,2,False,0,False,2,False,0,False,2,False
d994c5dbf79b3037e45ce749cb2f63074d734415df8d7065ee488748b1611b00,conv-41,65,4,targeted,57b3dae69448d16e7cd69ac8cb347ea8f44e638a3d55dfa60205dd1424e56a71,1,True,1,True,1,True,1,True,1,True,1,True
7f71270f2886f58ad0db19a422a14f9f8b8859f20e5dcc4a636d1d44ee070920,conv-41,66,4,targeted,d79317774e578fb9ec8b11612815d9c50bd4e3fc27dd9306685c21f2d0fdd54e,1,True,1,True,1,True,1,True,1,True,1,True
66b4152210204f50f7cb731946339920fcd6c9df8d0a9fd36b822d05fc49492d,conv-41,67,4,targeted,a20ef772ca68b8b11b630ede619f1bd372bd4710c08227159b69157ba48389d7,1,True,1,True,1,True,1,True,1,True,1,True
b8bc0e905715cdbcf2ab7bb2f8defeee076ab3e3512ad83c6b44d734c8e64455,conv-41,68,4,targeted,29fc15d78dffc2908fef8b675032427a1f73a896dcb23179bd12c746c39c80e9,1,True,1,True,1,True,1,True,1,True,1,True
4b524ab97ad92c975195c175eaeee2369cf22d814c49fb19e16d80813f38156e,conv-41,69,4,targeted,076b21161ddb3b3fc32640d9e7fd83b80a98f47aa865fb2345c8fe5cabd5e4a3,1,True,1,True,1,True,1,True,1,True,1,True
472cff1f39f563b30261e9ce91f3d06455e2d8529de1ceb5cad6c4ef05cb64eb,conv-41,70,4,targeted,1515a43a051fdf36641832d14b72851a608e60263f43b1e725735d3c83b02701,1,True,1,True,1,True,1,True,1,True,1,True
1c5f12227666a19e7cade34d74a69ec8f8a985cfc6f633b27c78f7de40872783,conv-41,71,4,targeted,ffcba7be27021bb3502b81231ee30c391f5c1afa52baed98dad53e8f348f90f8,1,True,1,True,1,True,1,True,1,True,1,True
c680a0c7ab5e45bee663dad99784805b7ddc6580fbeae4a9dc740cd2d7933771,conv-41,72,4,targeted,6670dba22c43db2eda64b12d06762a0cf245c8b4a44be18c8016bb994b28f167,1,True,1,True,1,True,1,True,1,True,1,True
f6beb86d834a79752f10413efd4ca0355c1b6b55ad2589c1017e44c894011932,conv-41,73,4,targeted,b1b79843720975568442dfcef5ebba03e43b752b821810b307e9ece9389481a6,1,True,1,True,1,True,1,True,1,True,1,True
5bcc60e6202cbdde78c437b697deab64f36b5f3232ad8b6d3cbd2b56a2fdf1c2,conv-41,74,4,targeted,33324e19ce2a47b0c9bbd9c84a6bd441c0ae7690febc658d3787ebe7c93e7b3d,1,True,1,True,1,True,1,True,1,True,1,True
136977e4c66c5c46e566f3d51725f45aae0327b6f8767183941e4c82a827e032,conv-41,75,4,targeted,2485b357c303dfbc344a28d4311cfd63858aa62c528ee6823ce3693edadbcb54,0,False,1,True,0,False,0,False,0,False,1,True
142f8efd427fdd8459c9fd28efc8d8cbdbbe64fa5a726146d5fc8091e67fb55e,conv-41,76,4,targeted,8f243800548442f07723b93fad0526408d355ce6b2bee41c3573d5c627624b3b,1,True,1,True,1,True,1,True,1,True,1,True
0625ad6d87d8c423aaaee7b3b0d12b1f8e31dced50e08add28f0d66c65cc08bb,conv-41,77,4,targeted,5d8f12253d514dd04077a6ef706dc35ef947f7fb7c2b56c156f929fc5c993299,1,True,1,True,1,True,1,True,1,True,1,True
3f26fecb7b8c7850ea71efbec39c056f371ed3c2e1824097de6da2ee1e698b66,conv-41,78,4,targeted,70c5a358948ed30972927232df60aec487eb55db0cc0175fcf7b94566f9a6946,1,True,1,True,1,True,1,True,1,True,1,True
da4aa2928cfec937c75583ec57a16ecc35e80932f488f8c16b9c7886dd0ed6e4,conv-41,79,4,targeted,1d3daf60fd29588261d44dc63fa50afb0cecaf7607277b6121a64a18c740e497,1,True,1,True,1,True,1,True,1,True,1,True
dd781c027b4579dc16f719ceb577c9c8a84b8b2a96151316914f6df1327b8939,conv-41,80,4,targeted,d07bf50e1059c65f150eab47e458b55fbf8c436beedd65f1b58a40fbd86c79e5,1,True,1,True,1,True,1,True,1,True,1,True
c9e114ff54b2acd2f002de9314a2ba1e352f777440ea5367ae21264ee9bbf9fb,conv-41,81,4,targeted,d07bf50e1059c65f150eab47e458b55fbf8c436beedd65f1b58a40fbd86c79e5,1,True,1,True,1,True,1,True,1,True,1,True
270e24fc0edb6f8c11f9c46ddebe26dd4ab7a97aad9365370d8503926e4f7f9f,conv-41,82,4,targeted,0fdd8704e0b813d5220317b8a761db1ff08d62e6aeff698e431d82a5e44ef3bd,0,False,1,True,0,False,0,False,0,False,1,True
36e03f6119fd601b7d3a76eef64c239c6b07f92f262412f987797abb20961b06,conv-41,83,4,targeted,187b8e25453668ddf4f53f757b183f27f758a920163941ee0151fd3d7259d995,1,True,1,True,1,True,1,True,1,True,1,True
190d7ceef48018a21395a1e9dae0b0eb0b009a9df899038c7eae7223557f00f0,conv-41,84,4,targeted,9b0eaae30cf720300876c5ebfda7fb16097c959abfdecdf176805213610a640e,1,True,1,True,1,True,1,True,1,True,1,True
a94a6c814011f43ed0fe862ec77997bdf8f6a04b7141e24354b68cf1b4363fec,conv-41,85,4,targeted,6bba2badb55832d3ee89adfb46f2a366c7916365bbdded9b5a23f35e5cd4c93d,1,True,1,True,1,True,1,True,1,True,1,True
73dc27d967492533037784ea587ddba6841f0d639d7b5e409c8b524c7c680905,conv-41,86,4,targeted,bda05e9b7ad2d114d3340f32e8fa63aba4b6e38cc05f4a57dfc68f60ff071839,1,True,1,True,1,True,1,True,1,True,1,True
e80a8cb12ba7e3039ed40c8efdc5fb9da4d3e878b7f5b519593a016d5951a072,conv-41,87,4,targeted,0d40a1dc607f4e2fbe5adf576918302d993613333f8710e0c16e2901fa5782d0,1,True,1,True,1,True,1,True,1,True,1,True
c456233af3ac59ee17409dc0a2d55e26cbf460c0b646ad354d1692f6d74c5bff,conv-41,88,4,targeted,95ed0a7ca44efa4e9f9d3e91f74008cbbf06582b0a49063d6606b3f46043a33a,1,True,1,True,1,True,1,True,1,True,1,True
4100ab9797d09aa73ead8fc898286227a663d5ea1e77b6dcb5880834a5276bd9,conv-41,89,4,targeted,5073e1fba02234f940d88d345556178d3c083a3cab8ed022752f55a91f085471,1,True,1,True,1,True,1,True,1,True,1,True
1901350b68c5ddfe6c042552a7fcba09fa48459c221fba1a4fe1ca46e3b3943b,conv-41,90,4,targeted,ba3831a1cbbf64e1c07cdbcaa03db4056688f481d0af67b9cda3490a731ec82a,0,False,0,False,0,False,1,True,0,False,1,True
