question_id,sample_id,category,direction,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,dual_ranked_evidence_delivered,dual_evidence_delivered,dual_ranked_evidence_tiers,dual_evidence_tiers
35e21af4a0f1ed9b75a9cb0c2a3b228af7fad01f8d34d71b7be63089b58bca6a,conv-41,4,gain,1,3,3,1,0,k,
fef3e92cb81eb3393f5bd6e3767aab8c3ac558f405c5c6cf0d3d026c9f5fac5a,conv-41,4,gain,1,2,2,1,0,k,
70fa95f6b7032254e8b17ee81605dfcf53d98574ff7e984f89fcf2ed402cf542,conv-41,5,gain,1,24,24,1,0,k,
fea0464841d7f35ebdadf47e2bbdf2ba5f568c45aed7c10022590698c692c89f,conv-41,5,gain,1,1,1,1,0,k,
da6e5c88bd91060affe76e0d39a4da54e534882f91513f02e57e1e4eea7b560c,conv-41,5,gain,1,13,13,1,0,k,
425cfd4098acbcfbe34bf2261fa6549fe1ecc5fe7a53e0780cccbcddabfa17d7,conv-41,5,gain,1,1,1,1,0,k,
2d37977f7edc43555a40a46e82c1e46a985e4feac6ef16b44dfc24f8b39b2c7a,conv-41,5,gain,1,1,1,1,0,k,
deb319cdfa720c9d252c5465f4a89184747ba61746b46f6ee369a4d6e01202b2,conv-41,5,gain,1,3,3,1,0,k,
bcdf3968c8368ad332cdb696ec6d703bdd366aea53702734e08ba394fc2d9edc,conv-41,5,gain,1,8,8,1,0,k,
70588b7ccfe6e35bed12f5c0613ceb3fdb8950468d3f3b63b7d30d8688782076,conv-41,5,gain,1,5,5,1,0,k,
1097b5b3e426b9e4489841fb10cc5a032d318d7a5f70706cbfea495216f73d87,conv-41,5,gain,1,7,7,1,0,k,
bd9d53104b0f2f294a88f58d1eba886e489bd6be940cd453c03ba8f8f1bbf00e,conv-41,5,gain,1,5,5,1,0,k,
c99ccfb5c495f3e0781d231475926ca9326e3a9eb267a45d12e6eb584103165b,conv-41,5,gain,1,1,1,1,0,k,
9bdb58cacbe123fc8477bd8dad46d6859873eadf2b3108070c8407488145abca,conv-41,5,gain,1,1,1,1,0,k,
2975a3396b7dd430df3ef55400207a44a4aec6406161a6c8300ad2f36d587271,conv-41,5,gain,1,2,2,1,0,k,
046be73c80a11e8dce6b11c4d109649e88fefcefb88aa07cdc81640f55929f61,conv-41,5,gain,1,1,1,1,0,k,
ee01995c1b6cbdbba001d03c049c1248cd1a924f616dfc95322b3715197916db,conv-42,3,loss,1,227,227,0,1,,k
30ff3f19496cf33ea772fd7a7ce88e60e4eaebec9a63cabed8cd4cd3cac57089,conv-42,1,loss,3,2,74,2,3,k,k
ea53edf2240b88e8643025451bf8b0a91e4673ebee8a947749c64e3bef02e8a1,conv-42,3,gain,1,43,43,1,0,k,
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,conv-42,2,loss,1,46,46,0,1,,k
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,conv-42,2,gain,1,4,4,1,0,k,
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,conv-42,1,gain,2,2,8,2,1,k,k
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,conv-42,2,gain,1,1,1,1,0,k,
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,conv-42,2,gain,1,5,5,1,0,k,
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,conv-42,2,gain,1,1,1,1,0,k,
730881879250923598d7f1bd2c315875fd1db0fc9e5b551e1805f6bb5f9ec9e0,conv-42,2,gain,1,3,3,1,0,k,
ba9d8027860573aeaeed0cd07013fbbc925e7e0113182298e78395925e538661,conv-42,1,gain,2,5,26,2,1,k,k
c67cf4f99d135e595767179cca1cce876cad4e3bba1d5d594e32e3d2dab8fe8b,conv-42,1,gain,2,2,49,2,0,k,
1c4c72388a8e0930c9170c91f62326f682378a011616663a11d659fd7c47701b,conv-42,2,gain,1,1,1,1,0,k,
2715207fe1f1624f541d0f192be48380020e8221d1cf9482fdc3a024ff5752f2,conv-42,1,gain,2,4,28,2,0,k,
8b6a009c3d9ea30209f25596bbd9e672294203263aa4fd5a2af2db9a93011f6c,conv-42,1,gain,2,7,15,2,0,k,
35f9d906e9b7e3290f7e5a301e589ad0a892b1c43c019b43f3894b7dfa0567ec,conv-42,1,gain,2,14,21,2,1,k,k
b53ce915bdb62ca49733c1861052ee7f3fd06b0cac8c1f78ef05d1e78fcb644c,conv-42,2,gain,1,12,12,1,0,k,
806aa7d67b74698fa1e67fefe095d818b9f3cb4eee56b0954e12087bd4d1b7ed,conv-42,3,gain,1,37,37,1,0,k,
50370f80902f3cea6eddecd12a888e688e9f96e803a16709e89d946ce314cb01,conv-42,1,gain,3,14,35,3,0,k,
642285dd7808bba6528b84bb31636f5664d655f26386ec7ef2c1ec714115f734,conv-42,1,gain,2,9,55,2,0,k,
05ac76f5e94013bf1696ddc28ae760e0352a5c2982f87e0d1eb73c92f7c9bb53,conv-42,2,gain,1,2,2,1,0,k,
195cfa723f63a3c2c8be971c057ed1b2ee706b9183aad19e1c4b3cc442496d32,conv-42,1,gain,4,2,46,4,3,k,k
f7bea5cf0138b778f6df3c9bd4a9ca109fdb22adfb55cd72b8d2efbaca5c1f84,conv-42,1,gain,2,1,19,2,0,k,
440de6a51273a11240f18b288c4c37ec9227a46197abb84f3660f78eabf8c0d8,conv-42,1,gain,7,2,40,7,6,k,k
10e2a14d5ba7ec84d1a88b21897a015f3df7af04f811ade630ebb4b5b1cad17d,conv-42,1,loss,2,12,109,1,2,k,k
953e6f03e72f7983c8c6fffcea9b4a247694f0c81f9525a7797e1d427ebd2bc9,conv-42,1,gain,3,1,54,3,0,k,
dcf003086f310b982a492c8fbcb4c863a9e442e4499aaec84f1a68bc579cbfdd,conv-42,3,gain,1,3,3,1,0,k,
3fe9fe73a2c84757f08e8194a36ba074e353962b4a58c3d280bef56cc4a61327,conv-42,2,gain,1,11,11,1,0,k,
8d6ac8b55d5e0454c70627450fc34b91086e090a98e6d62d1635f7f646c34161,conv-42,4,loss,1,65,65,0,1,,k
cb7715e53ea093ad22321befca2052267a9748b8bcf6e853043deea41e974741,conv-42,4,gain,2,15,20,2,0,k,
b1e9c3b46aa613d90adf0920b8505dd8244fa341b00db9bcd8109ee0b83d0b03,conv-42,4,loss,1,120,120,0,1,,k
2f0d57891f0c523dd0e19373dce9e8a71d8d88b56cde86c1b6a16d33a6f86294,conv-42,4,gain,1,2,2,1,0,k,
7aac0cea7cda2ac63703eb2181a286e5b0bded4e73537dc05079adcd132ca103,conv-42,4,gain,1,16,16,1,0,k,
cf63c68ccb35c7f161d465191c78a76284786967af8b5373b64135b1edc0461f,conv-42,4,gain,1,34,34,1,0,k,
f50d9902ea1b4dd608641996ed5d7856ae11206ad9f551c20183b659bddd5c3e,conv-42,4,gain,1,1,1,1,0,k,
72cf92f41023d88c3c51546af69a3e9f8ca7fbaea88b9b428d26ff48c23c73d2,conv-42,4,gain,1,10,10,1,0,k,
574902a44ee9bda4219ef0c2bce8b6fb05c8e24735384ba92d8ce693e13878d2,conv-42,4,gain,1,2,2,1,0,k,
36d516f8f73cfb7a7994dc447242e96b91b46a4ff3eeed223ee693df3a6b281b,conv-42,4,gain,1,1,1,1,0,k,
8c7925a439c06afe2c903c618aafe7f04aa1de1d18aad6a4d7e74309145d0dcd,conv-42,4,gain,1,3,3,1,0,k,
9e053f769ebb0cf00a40f21a4aa6e52a8d316daaba1525b42a1b5b60673e5a09,conv-42,4,gain,1,1,1,1,0,k,
86bd14960f48a837562096eabc6277867c7b5fae23c3755ef30c4d69537e4104,conv-42,4,gain,1,2,2,1,0,k,
f8cb3b5834f6255cb8558b610ab15daa3266163e81ab4d824528ffe33fee1e3b,conv-42,4,gain,1,10,10,1,0,k,
21dfd1f50db2b96916748b2a3b6615a7c4a791966afeacc432fb26c2cd286892,conv-42,4,gain,1,20,20,1,0,k,
27e8651f64121c1edd5534ac5d5f434437247d7339ec3229e98b9ab6867574c2,conv-42,4,gain,1,1,1,1,0,k,
1ceb7c6bebd8a272be8fc25ede8bd86bdd51a41a39eb0937c51efffaa6828c7b,conv-42,4,gain,1,42,42,1,0,k,
79cc009e4bf2a56bb39072f9129ff35780b7e6032dce05a7a69a81b5b573cd0c,conv-42,4,gain,1,1,1,1,0,k,
2b563c837299367ccbce358225cece104e00b733432313ca129ecfd1d372c957,conv-42,4,gain,1,6,6,1,0,k,
72a4cee12c413b4c5b413af78cbacc7d18a27e76deff449bedf17e8fe0f58cd9,conv-42,4,gain,1,1,1,1,0,k,
11c2e6d049829672b06b7b9900d79a5c2b801e154d8a9b833ab48b3e3f61738e,conv-42,4,gain,1,16,16,1,0,k,
0dc37671602bfaa9731a095229e1ccf69593d3865720fa0c1c947100ca3dd915,conv-42,4,gain,1,2,2,1,0,k,
a5ab4e6a8c4da7c2767dd5bf00ca46248f791b0d36b6945b7aa87a6e97f5237c,conv-42,4,gain,1,5,5,1,0,k,
996b862dbd03c7270561ee0e4f0c64cec178719eea6cb78663a316a555e3dbde,conv-42,4,gain,1,1,1,1,0,k,
dec1f04af42b10c6a3d86ff875e7e7a0e157a65e157dca557a05ebd583e4a3f0,conv-42,4,gain,1,1,1,1,0,k,
bc534c07ba6c4f17763adb9609b897870ba120c20829f00c60121508b214194f,conv-42,4,gain,1,2,2,1,0,k,
cdd784876f7d1a35b1b9eb3bd09393c48922105503a6c2f0fb62f0941137aae1,conv-42,4,gain,1,1,1,1,0,k,
a91bd67899cda568cb777c326475fdedd26ddb7a6c0a0bbd0a6d0380e1ceb33e,conv-42,4,gain,1,50,50,1,0,k,
0e13af8f8702bad5ff7b05871b6bd92f6ea3ed83c80ac01680f92d7539ec44a6,conv-42,4,gain,1,4,4,1,0,k,
aef45279ce16dcfb5eac09ef9a56da2416ee6b9836fdc595fd12d0ad8ff8e20f,conv-42,4,gain,1,12,12,1,0,k,
a59cbb28d7b576e1c9aa09c11494bb0c6f0f2359e972d45ce79c8b6f16aaead7,conv-42,4,gain,1,1,1,1,0,k,
545b752a28f2ff8dfd8d3b8b82f80eaaad2a7b9d09dca072d043400bb4017e2f,conv-42,4,gain,1,2,2,1,0,k,
30661ec5226420983df107a6cdc5ac9e250f970e784bf22241a6d8082c1010d2,conv-42,4,gain,1,1,1,1,0,k,
f62d12420ea9ed10d3ed9353b7b4a7f3f03a68eecdbb48b02ba2eec23ee47ac9,conv-42,4,gain,1,4,4,1,0,k,
22706b92552b5ffcb6d7983c5b2c609e2a7c895591ee74e11f97a010bc602df2,conv-42,4,gain,1,15,15,1,0,k,
a62cfe7e71c54f790be2c201aeea3b1ecb13f486371dce7f7f3a6075cdaed77d,conv-42,4,gain,1,47,47,1,0,k,
752a29158b4c8991a8b1b2c058040f6fe48e9d478542fab27341155f68dcbebd,conv-42,4,gain,1,1,1,1,0,k,
be5f837766a8979fc915dee477ec072c25555bb72348dc0b515a1a75dcadcbe9,conv-42,4,gain,1,1,1,1,0,k,
31e1a1bad921441e588c0a7fca6b35a2e20d18a13a450ecacc45ba620a369045,conv-42,4,gain,1,2,2,1,0,k,
d8acdd2ddf50f2719116dc77f67a728b2f2418089f5e63688f757f94f18be429,conv-42,4,gain,1,1,1,1,0,k,
af332ec9cc49b20ee71e23a35bb4a2f1c46d6e82e4ec8ec88ccf16fac52c8b5b,conv-42,4,gain,1,5,5,1,0,k,
8b298251cc0030a8bfd39720550dc928b994ecf77426e304c8370fa0056c99e0,conv-42,4,gain,1,1,1,1,0,k,
a7b432ca8c6e103c220dd370987c4387c1e58fddd682832ec3b9692ce0a84c75,conv-42,4,gain,1,1,1,1,0,k,
6234e4158fdb92008af4e14e53c9ad32b61731a3cc0884a7628fde233a07c586,conv-42,4,gain,1,2,2,1,0,k,
3a5270f8c29e7b71c995ee2c066c423c7fe5530c83ab86a7436a7ba7ee05106c,conv-42,4,gain,1,2,2,1,0,k,
f6dca94854829dc03f0b0edb267ed0222718672bc12d6f9f5cacc60f1c233e70,conv-42,4,gain,1,1,1,1,0,k,
b6142801e0f29b22dd30997961ac2a017981b66dd302b0ebb34ffa222decc638,conv-42,4,gain,1,17,17,1,0,k,
1f54a15e2f05cba577a4367fb8e79f7916029ff103bddb506701c6e2173012cb,conv-42,4,gain,1,1,1,1,0,k,
4ccdb4bc3627dc46dbe40c0fe8652ba77b0d49087baf1fbde97af635ea21e952,conv-42,4,gain,1,1,1,1,0,k,
55636fd865f4dc301861bc3d9d012dc1118d98194137ce471e41318cde9bab56,conv-42,4,gain,1,1,1,1,0,k,
f4c9d1b1fa76eaac735209b239c201078027f991711e8becb40c8b286d4c9c3f,conv-42,4,gain,1,38,38,1,0,k,
3f903e8622aa8a41ff984b7a54df7a70ddc1f889f38057c592ce9ac8e43ab38d,conv-42,4,gain,1,3,3,1,0,k,
6dfbcbd9117c41d2f9d95945b75fa67e0234e208adc4be0de031d6f0cb4c8cbb,conv-42,4,gain,1,7,7,1,0,k,
04c098ba4cc048cff425a9346c580d9b25d616cdda71ed019ef1a3dd9f7bb2af,conv-42,5,gain,1,37,37,1,0,k,
97334cba4bf8c14a10a14157db1b2ea945865e2169814f1b0f804afce7f62e2d,conv-42,5,gain,1,12,12,1,0,k,
06c1c91d71d2830570356f5f35050baf8ce43467e862064cf8dff322a6c40127,conv-42,5,gain,1,5,5,1,0,k,
7954930d21ccac72403361809c3e314a1059af7f36afa4d140c8c8d5c8e5f055,conv-42,5,gain,1,27,27,1,0,k,
729a478c6747f957b8a2de7843650af1cdefd45b804eac7e5a1ee222efebcfec,conv-42,5,gain,1,4,4,1,0,k,
92897a271a924aa4fae1c89d65e19537dfc424f6a8680620ed9db7dd4e672e3a,conv-42,5,gain,1,1,1,1,0,k,
12fab774a1faa500700269ded7d81302c2de0bf1f7e82992743039fba64fce96,conv-42,5,gain,1,3,3,1,0,k,
135ccaa9603ec1da81f3878d83ce95b5dbc16cfdf8eb8fe4302765a6cb1ed84e,conv-42,5,gain,1,1,1,1,0,k,
5d644411d4a41d93ac2907ed9eac1e1a682059247af92bd6e4e3a127133149a5,conv-42,5,gain,1,13,13,1,0,k,
b71e303ae95c45d11b8c842df4b5c71f2596da21a4dce43a69bfa06821e959f7,conv-42,5,gain,1,10,10,1,0,k,
a84b33aad124230fe21ea1896e005b145fbae3b1ddc2d0e1e3e05d3a7b6c61d1,conv-42,5,gain,1,27,27,1,0,k,
78691a4175a5c0bb57b434c6173304f1b8c10d1b19ce71e41ecb02ca10a71976,conv-42,5,gain,1,25,25,1,0,k,
5166849138818a8578140493278deb56868b48555f33c7132c8357bc8dda83d2,conv-42,5,gain,1,3,3,1,0,k,
c649d5ba56979eb505454d6ddd805d40d5a02728260b67b43c25de015d7b54ef,conv-42,5,gain,1,1,1,1,0,k,
c65161011be683e107a7eca1f55bdff4a0f0b6779544673af25547b8f8567f6f,conv-42,5,gain,1,2,2,1,0,k,
5ce4400d641bd5ff4eb93c35ed6c78b8ee2c6da8a98e0c52dc15a5e191a2a76b,conv-42,5,gain,1,1,1,1,0,k,
0b657f211a0710f7851c8eb5063848f77812e247f322deb8fcf805381ca37f12,conv-42,5,gain,1,1,1,1,0,k,
5048a5abd5b6815036a3355ea150fbfea525827a5904890e4ce75ad4f1009735,conv-42,5,gain,1,39,39,1,0,k,
0848a9f4a23f21d7335d6b0d8fa419d8f462ffd57d88e5f5fbad97a649580b01,conv-42,5,gain,1,1,1,1,0,k,
2b2ff65baf67a22177bfb015dc300396b735a345366ce0aec67433a1d4be35cb,conv-42,5,gain,1,11,11,1,0,k,
9f6d9aae6065a33e54154fbe4b5a7a86873414e6a9244be1d260f80eced2d7ae,conv-42,5,gain,1,1,1,1,0,k,
c1d04c5442c943f79ba67831d344796e950927c27c86d4472be3f5a930940a06,conv-42,5,gain,1,2,2,1,0,k,
ba87951197610fb428ff07e96f2223b694035fcc1d525d006584e8676655a8a3,conv-42,5,gain,1,16,16,1,0,k,
f3d0a5898c6e8026e24e99c66b55e2318caf38502819f3456b9a251c5cb1ec32,conv-47,3,gain,1,1,1,1,0,k,
69a35d16d2931a759e2f772f4a064c892aef79e222cd776aa567bcf9cff6852a,conv-47,3,gain,1,1,1,1,0,k,
80b0ad6a162115cef3905129956478a40f12e41f11e142ff8ccc3b7f65a23219,conv-47,1,gain,2,19,28,2,0,k,
48e3e4d10f4b058e6401826744e4b579928cd11cfbea203ed8dc6e6747d79926,conv-47,3,loss,1,77,77,0,1,,k
5f971dcc43d8788ac57ac57317cf12a80e4b407d42aed11307f9ba6bd3e3c63e,conv-47,3,gain,2,4,19,2,0,k,
5f4f61dd574b182246df363c8cc77259001b804826c6ef2e26989a862c499a21,conv-47,1,gain,2,11,29,2,0,k,
841358e8d773b3a11a85363576315dd91b820b87ed10bab67d60c85769a60363,conv-47,3,gain,1,18,18,1,0,k,
76bc4a731506bac26244b2437bd6bb63e12068dd8fe0f754c0b8f662234ac696,conv-47,2,gain,1,1,1,1,0,k,
00f0390d17eafc419028159def46a7baf74b6c9e03c6eab414ae47dce568b0ac,conv-47,2,gain,1,1,1,1,0,k,
3fc6ac3b3924e5279a3639b6b0b8cc73194c18ebda792236627550c7488fe2f1,conv-47,1,gain,2,1,2,2,1,k,k
8c9f592b7b8e8c601a768086ca2bdb6de99999505d6f5a2801aa0429903ccc90,conv-47,2,gain,1,1,1,1,0,k,
774d39a4f15358f2c320de771b71eccfac88a84c0d04e0e5049ba226f0c177cd,conv-47,1,gain,3,1,5,3,1,k,k
b8e2307cd727d8c27c0f8170d65bade5bd24d921fa28f50570472302ad179d68,conv-47,2,gain,1,2,2,1,0,k,
c34ed42ac4519fb049c6934e9693227b0ddf12eb0561bfab02d2fea201d2ddf1,conv-47,2,gain,1,2,2,1,0,k,
e4c73ecf8635f7cc0194f763d03b8e8586c3aac825c799d501edda55b376b0ac,conv-47,2,gain,1,30,30,1,0,k,
e40211091adea159af6ee819677aeba4fd07194ce142322d15740f2bd21b2ee6,conv-47,4,loss,1,71,71,0,1,,k
143bf2ebacea84a7362a8eca854135e0739b922ae0d331a6a994fe963e1d22f9,conv-47,4,gain,1,1,1,1,0,k,
a00998166aa95e5f022baa269ea95c3d35de1635379c2942f599f9c046c927a8,conv-47,4,gain,1,9,9,1,0,k,
2a72e7b8baf3d9ce43a2849221ff5ff19f0a536aa71f37a9a09aa23416146545,conv-47,4,gain,1,3,3,1,0,k,
61c41768b13d3bdd893a5b3c946ad5d361b3e8176c7eb193c898165355177fbc,conv-47,4,gain,1,2,2,1,0,k,
44d62fef4cf436ab13f116f5b4b725d146bdbd96bd203a820c0389ab1db5aef3,conv-47,4,gain,1,7,7,1,0,k,
1a10d87f66b3c13bff75097859d6ac03d3e1c17fbb4450f98b4e320c3c7f9442,conv-47,4,gain,1,4,4,1,0,k,
0ba4ab87c21b1808cdcbd6400f5fa6162443a4b7d56c8bedce7c2839eb1848f6,conv-47,4,gain,1,7,7,1,0,k,
1f22ea9fdafe97937b45086bc4220a9d0a8c68cd491072cb6317ca5b71c473ba,conv-47,4,gain,1,1,1,1,0,k,
8bff7e8b2880d7d20a848766b75dfabee9425a89ae5961f4f11c308c436023a0,conv-47,4,gain,1,1,1,1,0,k,
dc9c71edda38cdc3ec95a18fe5480cbdb17614c461d3b5ce3511a090cefe2fa7,conv-47,4,gain,1,3,3,1,0,k,
d56afa81d13f2e9ef070c86bc421cb471c6f2ffcb5c67ab7946da0d3e06c5383,conv-47,4,gain,1,1,1,1,0,k,
ceff852eb5fd6d0c45901b531373a653301e2cd66740ca6d30063c1790404550,conv-47,4,gain,1,3,3,1,0,k,
e5ba75c35003223368c3cca1e84562de998819714b91728a888fd378b3ec2454,conv-47,4,gain,1,2,2,1,0,k,
94f5f29f2d5a5e7271ead43c245f58da6f4076b1d3f50e98d7cc1547d3ebd0b9,conv-47,4,gain,1,1,1,1,0,k,
88823bd9db57f1a3195c21df433ef9c2dbb4e511956301b62242aa6aecf3d4d0,conv-47,4,gain,1,2,2,1,0,k,
b44519b7cb11f59e3f4d7d92d5405af5de906a14bc17302be0f1ed111bb41050,conv-47,4,gain,1,1,1,1,0,k,
21be6ea2dc0ee14b5dc423bc0ce81202f29672f39eeefb4dd9185c6678c205b6,conv-47,4,gain,1,3,3,1,0,k,
8530a5abe599597b4566b529228390efaaebb7e8a299463f2fd4935ff20c974d,conv-47,4,gain,1,1,1,1,0,k,
e96074b4d941ad8d64e8a1a0eb53f150b02547ad98ebc75601e916a3e73adc5b,conv-47,4,gain,1,6,6,1,0,k,
5c4d966437cf2ad9434e1c5df6622897d26e8d81350390707429033c7d8f2d0a,conv-47,4,gain,1,36,36,1,0,k,
8ab0116f844cfc3f0188d799be9ce053473068fd3c0df29a9c17cc968f7d3677,conv-47,4,gain,1,1,1,1,0,k,
8736c16082dfbd9e2cf41ae7b46c1ea931c230c36a993c17d2fa3463dee92587,conv-47,4,gain,1,1,1,1,0,k,
07c4f0c4b2018b15f194daebb475835d2ae644711d0e574591677a922fe00a1a,conv-47,4,gain,1,1,1,1,0,k,
b1dea42385b8f4e35d0736971236ecb49588ab1f365de1d8a6d998a9b13b8b82,conv-47,4,gain,1,1,1,1,0,k,
bd70513c25b185207e9c996940347974d01e3ece81e58527fe45f83071f1649f,conv-47,4,gain,2,1,7,2,1,k,k
09223c3da8dd391422e02d4ac53faad284f30a77e63edd75f5e136aa1c799c6c,conv-47,4,gain,2,1,11,2,0,k,
5ffc3704158fe1de92c475142d32b50bb1081fe7c55427dca20a73dc10b2648b,conv-47,4,gain,1,14,14,1,0,k,
1a01ac60d778aad483ce762eabb894b76129b43f4ddb049c1f53073ccd0249a3,conv-47,4,gain,1,1,1,1,0,k,
21ed57380e4b39b24802b5914740c4f74040abfcf336ac575815a0c3a03b8c98,conv-47,4,gain,1,3,3,1,0,k,
abaaf47bd8dc6683ba80539b58d1c22381825e310681ef8906bc0ddaf5208c07,conv-47,5,gain,1,24,24,1,0,k,
3a08a3a62e3937d0ea82629b4df07c8061c329e94c8b371a35915d7ad1bac862,conv-47,5,gain,1,5,5,1,0,k,
85e18c463973e15ae5ab58c40afb0aa10b7941dda3dcb8f0b466636c83dc6598,conv-47,5,gain,1,6,6,1,0,k,
8bb3ff8089674959a5d8756d097cd3ec6a7992eddba3edd2b98ecebb46cd25a4,conv-47,5,gain,1,1,1,1,0,k,
bab90e98113ec89b102920825da65f0c2247a224617e1a24ad53c2536c492133,conv-47,5,gain,1,1,1,1,0,k,
af1d909a5fb8888fef4ea4ba02525bfacc1b6aede43626843e3ff102a724889f,conv-47,5,gain,1,29,29,1,0,k,
808ea912f12590a34f77e81d2cebf3d27a5701408f7adae29019da77cdd38a3d,conv-47,5,gain,2,2,5,2,0,k,
85d4f7ce9f21268b21640a66ca48f11c23755f63e93e9d3eab02fa3e1ae3ca95,conv-47,5,gain,2,2,10,2,0,k,
d21a6525b2434693c68c3854c7bf3a375f21dee340ebdf4cf75ed5e17a382c1a,conv-47,5,gain,1,38,38,1,0,k,
dc15b1534b51ee6004e446df7a04bfc349e06cc998e0c873560a05f707fad78b,conv-47,5,gain,1,2,2,1,0,k,
3dd58845f9f21b3d8696be7fe0cb998ddf6eb3bb587d2c27ab15ddae09a9f144,conv-47,5,gain,1,9,9,1,0,k,
