question_id,question_content_sha256,sample_id,source_index,category,population,eligible,evidence_candidates,control_16000_complete,control_16000_any,control_16000_evidence_delivered,control_16000_evidence_share,control_16000_delivered,control_16000_chars,control_16000_payload_sha256,control_16000_spread_evidence,control_16000_relevance_evidence,a3_16000_complete,a3_16000_any,a3_16000_evidence_delivered,a3_16000_evidence_share,a3_16000_delivered,a3_16000_chars,a3_16000_payload_sha256,a3_16000_spread_evidence,a3_16000_relevance_evidence,session_16000_complete,session_16000_any,session_16000_evidence_delivered,session_16000_evidence_share,session_16000_delivered,session_16000_chars,session_16000_payload_sha256,session_16000_spread_evidence,session_16000_relevance_evidence,dynamic_16000_complete,dynamic_16000_any,dynamic_16000_evidence_delivered,dynamic_16000_evidence_share,dynamic_16000_delivered,dynamic_16000_chars,dynamic_16000_payload_sha256,dynamic_16000_spread_evidence,dynamic_16000_relevance_evidence,control_32000_complete,control_32000_any,control_32000_evidence_delivered,control_32000_evidence_share,control_32000_delivered,control_32000_chars,control_32000_payload_sha256,control_32000_spread_evidence,control_32000_relevance_evidence,a3_32000_complete,a3_32000_any,a3_32000_evidence_delivered,a3_32000_evidence_share,a3_32000_delivered,a3_32000_chars,a3_32000_payload_sha256,a3_32000_spread_evidence,a3_32000_relevance_evidence,session_32000_complete,session_32000_any,session_32000_evidence_delivered,session_32000_evidence_share,session_32000_delivered,session_32000_chars,session_32000_payload_sha256,session_32000_spread_evidence,session_32000_relevance_evidence,dynamic_32000_complete,dynamic_32000_any,dynamic_32000_evidence_delivered,dynamic_32000_evidence_share,dynamic_32000_delivered,dynamic_32000_chars,dynamic_32000_payload_sha256,dynamic_32000_spread_evidence,dynamic_32000_relevance_evidence
ada2a7fd1f38dfadd6d076b8948d8f798e4598ce2cbe02221a32b37af3cd7e79,284c8c4540d23617cf5900a9f54de3d0cb8133d70689e857907b82474161665d,conv-41,10,2,targeted,True,1,True,True,1,1.0,54,15927,ba6c33fbd52a03b025506ec96f1d14a01dbf18eb13f20fd52d2dc3c638facd04,0,1,True,True,1,1.0,53,15992,f854640e71e84a1e778ecd93f36f8cec935caf4f842e524781febdb0a608fb62,1,0,True,True,1,1.0,53,15905,07c375bf238f177f90fd4e1cd65a2417662bb368949a10e5dff0d83564b33816,1,0,True,True,1,1.0,53,15961,4e10379bd4c19dad597da781492c0b32531f02c10333ac176d47438bb08b3224,1,0,True,True,1,1.0,104,31995,70e6139f5c38b0e0fed565fbed08ddb2349f3e922ae34bf1d7df28ba9f1242b5,0,1,True,True,1,1.0,104,31981,d31dec9b927cadc4e5cdd06beb17c74f2189e8b7418c459a2a661c8e49cd343c,0,1,True,True,1,1.0,104,31991,bafba9a8a78a7eec65d55724aadebb919225f7df6dfea39f3ae51652e7117bce,0,1,True,True,1,1.0,102,31998,b6fb068453b789a6e3423f3053686f083decd88ac5c469641ae9c7f9e7c8dbc1,0,1
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,d9be26d55a8745b0e09e746160df6f0ac72e566f35b51ae084efcad98a1f9bb9,conv-41,11,1,breadth,True,4,False,True,1,0.25,44,15998,4e329e08d82e64559843b5d25afa1556cbdea3f4c4fc9807da7dd95136a6c4ef,0,1,False,True,1,0.25,43,15927,34496f80ff4bb77e15a1da59221c00ba6bfeb943d912a3ccd4892ed78d638e9b,1,0,False,True,1,0.25,43,15919,3e07ad6b174d282f3e273f2eb6d1974944e56e1d58eb1a1387c414a260141a27,1,0,False,True,1,0.25,44,15986,02c1544da297bcef230ac068dc6a71595a4318830226081f8c70d995ed83388b,1,0,False,True,1,0.25,89,31953,bf226a1ec77b0331000d0ba939be22fa25c4722cef4c5ebf819b39faf7aefdd9,0,1,False,True,1,0.25,89,31940,f2c610600d5cfc0a5041d2b5d33f084e8bc5e8bac2944ad786f239faa1e01894,0,1,False,True,1,0.25,88,31935,a73fb76b831a72ff131b23c8fd3ffddd16f3876fedfd8b24f308f93bb8b8ee91,0,1,False,True,1,0.25,89,31972,5f84ed683bfc4557df05a12245c714e7e358fe933ee8cadcfd0de6a93db1d6f6,0,1
75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,4dc137890ee53a521601eb2597547fe376250361ab08d586affba8cf611c883a,conv-41,12,1,other,True,2,False,True,1,0.5,50,15982,54892d48394c8b698fd12ddd4c9c5b900855c96a5a80e26408edb4277f6418d2,0,1,True,True,2,1.0,50,15924,e5ecab7de31fc2eb84656bff86b2253287fed60e7866ee08acd4e04c055fed8b,1,1,False,True,1,0.5,51,15922,ae0420a8faed743fa5d18f89b3a5b6d457f490cbfeb6d7d2d6a11778b524f789,0,1,False,True,1,0.5,52,15918,ad0ff5623e41f4b1667547cbb19fa0c01ce30838f1509ea25cf6b723d865f132,0,1,False,True,1,0.5,104,31908,a7c22d1a534ff623b88210213ef71ba7f18014d610f54d7b3066f413eabc901c,0,1,True,True,2,1.0,103,31912,2af8fe6a7bd3422b9b024468829f503d509c1527a35723c630b4ebba384136d2,1,1,False,True,1,0.5,104,31915,8076a23c8d5dae2c5733d3f009c0267fe70da82bc293debfacc972c1d53d5cc4,0,1,False,True,1,0.5,104,31940,5c3eccc26c01985be0f482a085ffc9fd238b5ca6857d246d5ef8aad72e474a0f,0,1
714abed9c5552df1a31661a57382863fa09c65b44e7a6aa98821bd86dcedf176,5eeece77b73b3b99a49febc2a11622649b40ca3d4e524d98cec55b7c89b43b20,conv-41,13,2,targeted,True,1,True,True,1,1.0,49,15969,55b4e0e5fcad6dc3bc3c28be37561c46fb27a5495923a3e0fcf263d9127a8a6a,0,1,True,True,1,1.0,49,15997,ab985f107f0f6438ff105735816c77dd970419053136c2143ea12cb3400f0433,0,1,True,True,1,1.0,47,15956,1028db0ad0c18ad1d472559e390153b7fb75851d8595df3ec00cb4bff29ed4a2,0,1,True,True,1,1.0,47,15858,101ef697b787415d2e1eb5204c4d083ee702916db3d7270afa0a7654b1ab4454,0,1,True,True,1,1.0,95,31954,817ddc217530b4d422f2991dd26fefbbfa4f6f4ffdc935a4362ae69b78c36e0f,0,1,True,True,1,1.0,96,31972,faa09eb7d99cb1ddc9f73297eceb3a8631e36003789d6790fc3ae6724f3a7e8e,0,1,True,True,1,1.0,95,31883,e93af86b84b6fded15b9f3176d9d723893469b472677a6c1e25bbee3403e855f,0,1,True,True,1,1.0,95,31887,51fe51d975e6f53bc3a2002cabf4a1957d1bf9308104a94be2a2baeb1522ff2a,0,1
6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,a0227316f00906c1a2e0326f6541352b76a30222dda4aff21c7d8d9dc46ebdc2,conv-41,14,3,other,True,2,False,True,1,0.5,48,15953,bd5fbfb925ee60f13764fb91cb5e6e28092558af045bd164e0dfc771d581bbc0,0,1,False,True,1,0.5,48,15985,6095998df7b8af6b804047516f886c6a94bf175d8cca055551660d39d2ac6136,0,1,False,True,1,0.5,49,15920,456a23279e931b94e6272d2679881554a44c3793baa914c8e6d229b5aa67b438,0,1,False,True,1,0.5,49,15905,db06faf101e08c5531d3b75de7234da540996654257650179f01d075609e9db7,0,1,False,True,1,0.5,96,31917,47e31ac2b6154a86d914cd803e4d5fc97ba4a2f00a3c1e79d532d1b92a2ceaa3,0,1,True,True,2,1.0,96,31999,15086ad80b89b6d7bf4293142e77ac7f9cfc54455f41d8dc3a7befa74607acf0,1,1,False,True,1,0.5,96,31993,cbef631c6e18befec4e2098ef759eb29ec3d3f3ab214ad26c68a18ac1ca1fa7a,0,1,False,True,1,0.5,95,31992,7a5ca48e738644060a92f58f79e3787a2f93bd02d781cb672b80d63647b072a9,0,1
0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,3495b422666f27db3e60ca2146328b73c5b8251c61f1a8eed4b35269148d0f76,conv-41,15,1,other,True,2,True,True,2,1.0,48,15902,8b04acaa12649e0ced7db9820557404e2b674a08e90c771ec46a4276573573f6,0,2,True,True,2,1.0,49,15924,b6831430731e2daddd847c3007fdc6db5305dd67bbf9b69d90933a4b8b97014e,0,2,True,True,2,1.0,52,15947,5ff7ab721934e7485a727c5209f2113fd74e4d020c9f31a7c1a515167fc75d4d,0,2,True,True,2,1.0,51,15957,243ecbf284f5cdd46e4a10186c027ecc00389b19b15d5c31ab41e6173dc2bb2d,0,2,True,True,2,1.0,100,31979,b73a87f9335dc26744f6770aec08e345a479c316babba291c1917140095dfe43,0,2,True,True,2,1.0,100,31987,e47e26e5e6f0975796a06c32e050e4f9eabe82fc8128da3664ab0cddf503e424,0,2,True,True,2,1.0,100,31999,00ce2b9fa56ac1eb48915df60cf46085993fbbfe38237bc1af9e43c636690ed5,0,2,True,True,2,1.0,98,31920,0595637d46b0f0e49641e1623b464741fee707b43eb1b10e93279dda1da1e70c,0,2
97606a4096fa4ad9c5b3c8ef0aa86a4601e7cbc88b83892857a996c7d2ce8e36,bf69e805b3d0b2190ed6eb136aaa8505df608859cb148fc1b496d3c90c945036,conv-41,16,2,targeted,True,1,True,True,1,1.0,51,15994,424e3c28116dd38968f9a2edfd8f9c67a4009b5e087281fa0efda894f9691526,0,1,True,True,1,1.0,48,15983,3a38d5d71190a978b3c5d9bcac4daf705650e5460f6a6fb766cf6d1c25ab7392,0,1,True,True,1,1.0,50,15948,df11216385cc9188e7958e38fe82a40ac7e68cc55163bbf8fb1f1bbfa1aa9a45,0,1,True,True,1,1.0,52,15985,6a9ce58379a0c2d9b4894962810c15ba1d567bfb883c5f8309efceff977c4c95,0,1,True,True,1,1.0,98,31982,8cd0619f4a99b6a03c82d00ec124ea4a02aee871a87e77c7a9eae1b2400bc684,0,1,True,True,1,1.0,97,31936,69042f4fe9a78547c532f3f53bc62b37fbaea24c41063603f1688367a0fdb7cb,0,1,True,True,1,1.0,99,31986,6ce67df73bb07acc001007768db4280f176b35ab8565388bca6b731d3aad7871,0,1,True,True,1,1.0,97,31955,259ea6145f4978f12d9ee3fd5b86c820d4881b298c6e607fc330a16715d60cc2,0,1
6c7d20b33db076d64a3b02c3a3374170f6adb0b03975d00a3941b2d314bf9b4b,b3e638fe9a9dd1839f4c22c735e5b96d1db3d46cb766dc98a21899eaf8728ea4,conv-41,17,3,targeted,True,1,True,True,1,1.0,48,15955,b11a73a644334332917e28695d0080b1ebdfb0dcc0c0d1f1ad48ce8058e4c39b,0,1,True,True,1,1.0,50,15983,e9fa55e092234511abe17fb34edd438c212716974892b1cbd9d1ec2bbb2ab572,0,1,True,True,1,1.0,48,15908,ddae51f757e4f640d609b7214a2c14283a0702edb7a23e32a798d77a8790beb2,0,1,True,True,1,1.0,48,15910,9bf9ecc62a2454446950b3317b2c3aa8c279358dea81f8a0b87b05425c6a7226,0,1,True,True,1,1.0,100,31947,94a502d6465e8e7ef2c90f781efd371e1889a1de3705059a90e855d009f8a093,0,1,True,True,1,1.0,98,31896,614e13ea2101e96621884fea12f480abd4be2ad116d69602afdabd7689b31ade,0,1,True,True,1,1.0,98,31902,2bb52e394b9e1ae5a6453a751edc0166a0d2644033d41e9a8564957966c072f3,0,1,True,True,1,1.0,97,32000,10807c971f4bbd3e913157abcf64184dd19f2ea439acd39910b84afa6a0b42aa,0,1
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,049c586c101e4a6593e630216eb2a92e9bcf25dd574a8d8ea1b1cdd756ca21a7,conv-41,18,1,other,True,2,True,True,2,1.0,49,15946,cd2e48c7c81f3bfc6e6d4be15ca59ba5a66380393741cfef14dc1e3e9b64b8db,0,2,True,True,2,1.0,49,15990,e3b82f73cca766bb8798339e340b73ec57c6a56b10b5b9b4573e44f85b00f5ca,0,2,True,True,2,1.0,50,15980,89169d47eb6a6a5764818b38c041de95c8b515f89ab7ec0d8464674fb5dac4ba,0,2,True,True,2,1.0,50,15990,fa8bb9e22747552f437a59b0094866470243850c290121c0176b0ebd24cdaebf,0,2,True,True,2,1.0,95,31983,deb3ebd5b211cbfdfb8a37196a3b716255cdeff63ff7955eddce74620ad60370,0,2,True,True,2,1.0,97,31977,c8da17b345be1da23eaf1c06f82038790fef78e6be742bea442015f1912e2e0d,0,2,True,True,2,1.0,97,31972,0d5b8b0c5d772e50e9d9ba7a92830dce1e7ea51b143ca0b82ec396c5469b7caa,0,2,True,True,2,1.0,95,31895,3f9294b570b82495dac766f598dd7700732c8df5a5f22a1e8c8e01de13e4ca91,0,2
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,a325fe9c0f1d6e23c2c37dc4dcbc40243041ba53ea3bba057b89e665f74f308c,conv-41,19,1,other,True,2,True,True,2,1.0,53,15966,8321a25d979ca1e525acd0feee12a013ff8ba3f9feee0a15584418c82d66d0df,0,2,True,True,2,1.0,52,16000,1768b94e05894bc691d3bc76b35f420e13c56b99fa7145c4f72db64c3efc9d8f,0,2,True,True,2,1.0,53,15995,5b7d9917a74d0abfffbc51f1759ab6ec46782ec10859188b8af52297a206647a,0,2,True,True,2,1.0,53,15988,bbabd01fd5a615e83118a6367f6542161865d93c3a71fd724179d30fcd07fd33,0,2,True,True,2,1.0,105,32000,23616eca23580bf5daf44e66bd253ebf4d89722938382ac381d266a644886549,0,2,True,True,2,1.0,105,31981,19d5115f27ca2053de38dac4d09a5664b67e4e1c29009c3c000c6f9459836ca7,0,2,True,True,2,1.0,104,31865,65b685fc62fd7e64170077cbd6c2ecd7c33c7de83b819c294e7ac07ede14a524,0,2,True,True,2,1.0,102,31868,8732fa27cd8265f29081b602bf771af3459b0646fe609cf15923986fd5cb41c0,0,2
