question_id,question_content_sha256,sample_id,source_index,population,eligible,evidence_candidates,control_16000_complete,control_16000_any,control_16000_evidence_delivered,control_16000_delivered,control_16000_chars,control_16000_payload_sha256,control_16000_spread_evidence,control_16000_relevance_evidence,a3_16000_complete,a3_16000_any,a3_16000_evidence_delivered,a3_16000_delivered,a3_16000_chars,a3_16000_payload_sha256,a3_16000_spread_evidence,a3_16000_relevance_evidence,facility_16000_complete,facility_16000_any,facility_16000_evidence_delivered,facility_16000_delivered,facility_16000_chars,facility_16000_payload_sha256,facility_16000_spread_evidence,facility_16000_relevance_evidence,control_32000_complete,control_32000_any,control_32000_evidence_delivered,control_32000_delivered,control_32000_chars,control_32000_payload_sha256,control_32000_spread_evidence,control_32000_relevance_evidence,a3_32000_complete,a3_32000_any,a3_32000_evidence_delivered,a3_32000_delivered,a3_32000_chars,a3_32000_payload_sha256,a3_32000_spread_evidence,a3_32000_relevance_evidence,facility_32000_complete,facility_32000_any,facility_32000_evidence_delivered,facility_32000_delivered,facility_32000_chars,facility_32000_payload_sha256,facility_32000_spread_evidence,facility_32000_relevance_evidence
ada2a7fd1f38dfadd6d076b8948d8f798e4598ce2cbe02221a32b37af3cd7e79,284c8c4540d23617cf5900a9f54de3d0cb8133d70689e857907b82474161665d,conv-41,10,targeted,True,1,True,True,1,54,15927,ba6c33fbd52a03b025506ec96f1d14a01dbf18eb13f20fd52d2dc3c638facd04,0,1,True,True,1,53,15992,f854640e71e84a1e778ecd93f36f8cec935caf4f842e524781febdb0a608fb62,1,0,False,False,0,51,15903,ba780687744b39f2e21d01b27e2da35055a5d97b2156b33679ca26957abb56dc,0,0,True,True,1,104,31995,70e6139f5c38b0e0fed565fbed08ddb2349f3e922ae34bf1d7df28ba9f1242b5,0,1,True,True,1,104,31981,d31dec9b927cadc4e5cdd06beb17c74f2189e8b7418c459a2a661c8e49cd343c,0,1,True,True,1,98,31912,41b4272a89dc1d5936c37a727ca6a3a06b5fa2fe743b082cd7b913ab1805cc1b,0,1
d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,d9be26d55a8745b0e09e746160df6f0ac72e566f35b51ae084efcad98a1f9bb9,conv-41,11,breadth,True,4,False,True,1,44,15998,4e329e08d82e64559843b5d25afa1556cbdea3f4c4fc9807da7dd95136a6c4ef,0,1,False,True,1,43,15927,34496f80ff4bb77e15a1da59221c00ba6bfeb943d912a3ccd4892ed78d638e9b,1,0,False,False,0,45,15991,d39dea89f25709455b6245f220c644d52a886360007a8c0076f4ca1bea785664,0,0,False,True,1,89,31953,bf226a1ec77b0331000d0ba939be22fa25c4722cef4c5ebf819b39faf7aefdd9,0,1,False,True,1,89,31940,f2c610600d5cfc0a5041d2b5d33f084e8bc5e8bac2944ad786f239faa1e01894,0,1,False,True,3,90,31998,3a69b7a31e43f6148c52281147f96914ad21cede23b31ae0eb19f7fbd29da23a,2,1
75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,4dc137890ee53a521601eb2597547fe376250361ab08d586affba8cf611c883a,conv-41,12,other,True,2,False,True,1,50,15982,54892d48394c8b698fd12ddd4c9c5b900855c96a5a80e26408edb4277f6418d2,0,1,True,True,2,50,15924,e5ecab7de31fc2eb84656bff86b2253287fed60e7866ee08acd4e04c055fed8b,1,1,False,True,1,50,15999,5a2bf8edf3b1c27c8cc712d56dca5c14eca887a75866cbe444dede58d4d9db1d,0,1,False,True,1,104,31908,a7c22d1a534ff623b88210213ef71ba7f18014d610f54d7b3066f413eabc901c,0,1,True,True,2,103,31912,2af8fe6a7bd3422b9b024468829f503d509c1527a35723c630b4ebba384136d2,1,1,False,True,1,95,31980,e1fcfcbad5632cffd77e2ffeba4fd6ed4a0016acd4b3825aa877ad2f11183a3c,0,1
714abed9c5552df1a31661a57382863fa09c65b44e7a6aa98821bd86dcedf176,5eeece77b73b3b99a49febc2a11622649b40ca3d4e524d98cec55b7c89b43b20,conv-41,13,targeted,True,1,True,True,1,49,15969,55b4e0e5fcad6dc3bc3c28be37561c46fb27a5495923a3e0fcf263d9127a8a6a,0,1,True,True,1,49,15997,ab985f107f0f6438ff105735816c77dd970419053136c2143ea12cb3400f0433,0,1,True,True,1,48,15997,d5c7e414d779c5721927c63062cc0cf43e127f6580d2f137407a078073048cd2,0,1,True,True,1,95,31954,817ddc217530b4d422f2991dd26fefbbfa4f6f4ffdc935a4362ae69b78c36e0f,0,1,True,True,1,96,31972,faa09eb7d99cb1ddc9f73297eceb3a8631e36003789d6790fc3ae6724f3a7e8e,0,1,True,True,1,94,31991,63dc28f3116943f45ed0aa1eac192a8e0c261069a8e4c159b854f0fd491d7130,0,1
6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,a0227316f00906c1a2e0326f6541352b76a30222dda4aff21c7d8d9dc46ebdc2,conv-41,14,other,True,2,False,True,1,48,15953,bd5fbfb925ee60f13764fb91cb5e6e28092558af045bd164e0dfc771d581bbc0,0,1,False,True,1,48,15985,6095998df7b8af6b804047516f886c6a94bf175d8cca055551660d39d2ac6136,0,1,False,True,1,48,15998,a7eb45ee66d4ae9384b3bd2e4fb7a0cc452dc9892589b98db079e9d15f616cdb,0,1,False,True,1,96,31917,47e31ac2b6154a86d914cd803e4d5fc97ba4a2f00a3c1e79d532d1b92a2ceaa3,0,1,True,True,2,96,31999,15086ad80b89b6d7bf4293142e77ac7f9cfc54455f41d8dc3a7befa74607acf0,1,1,False,True,1,95,31954,6cce90a69133b89436aefb1f2b6fbac1b980ea31be812de0a64a62c8cb411954,0,1
0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,3495b422666f27db3e60ca2146328b73c5b8251c61f1a8eed4b35269148d0f76,conv-41,15,other,True,2,True,True,2,48,15902,8b04acaa12649e0ced7db9820557404e2b674a08e90c771ec46a4276573573f6,0,2,True,True,2,49,15924,b6831430731e2daddd847c3007fdc6db5305dd67bbf9b69d90933a4b8b97014e,0,2,True,True,2,49,15941,386b784fb450e77363cdedbe8a12b889fcab09f60273d01decb6b4422ca4ace5,0,2,True,True,2,100,31979,b73a87f9335dc26744f6770aec08e345a479c316babba291c1917140095dfe43,0,2,True,True,2,100,31987,e47e26e5e6f0975796a06c32e050e4f9eabe82fc8128da3664ab0cddf503e424,0,2,True,True,2,95,31943,3645e5535d7f16d564b72ccc2853d6913aa852321608321f8bacacf68965cdf7,0,2
97606a4096fa4ad9c5b3c8ef0aa86a4601e7cbc88b83892857a996c7d2ce8e36,bf69e805b3d0b2190ed6eb136aaa8505df608859cb148fc1b496d3c90c945036,conv-41,16,targeted,True,1,True,True,1,51,15994,424e3c28116dd38968f9a2edfd8f9c67a4009b5e087281fa0efda894f9691526,0,1,True,True,1,48,15983,3a38d5d71190a978b3c5d9bcac4daf705650e5460f6a6fb766cf6d1c25ab7392,0,1,True,True,1,50,15980,21257951e724aac8973d81ca95f2579b937869e4ddae2938066d0b03a20c9a1d,0,1,True,True,1,98,31982,8cd0619f4a99b6a03c82d00ec124ea4a02aee871a87e77c7a9eae1b2400bc684,0,1,True,True,1,97,31936,69042f4fe9a78547c532f3f53bc62b37fbaea24c41063603f1688367a0fdb7cb,0,1,True,True,1,97,31915,e55ebe326dd8e8b63d275c9c4dd405ac0e3a8bc4569ebc7f59b923b732467b4d,0,1
6c7d20b33db076d64a3b02c3a3374170f6adb0b03975d00a3941b2d314bf9b4b,b3e638fe9a9dd1839f4c22c735e5b96d1db3d46cb766dc98a21899eaf8728ea4,conv-41,17,targeted,True,1,True,True,1,48,15955,b11a73a644334332917e28695d0080b1ebdfb0dcc0c0d1f1ad48ce8058e4c39b,0,1,True,True,1,50,15983,e9fa55e092234511abe17fb34edd438c212716974892b1cbd9d1ec2bbb2ab572,0,1,True,True,1,48,15918,420633cbd374e426c4174ef1ba719b40db1f8fa164938665ef2c7c3ae968916a,0,1,True,True,1,100,31947,94a502d6465e8e7ef2c90f781efd371e1889a1de3705059a90e855d009f8a093,0,1,True,True,1,98,31896,614e13ea2101e96621884fea12f480abd4be2ad116d69602afdabd7689b31ade,0,1,True,True,1,94,31902,ac6087965f1c37a3a7dd617585d4155bd47a20518fa77a0b67f85e2946ecdeb1,0,1
8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,049c586c101e4a6593e630216eb2a92e9bcf25dd574a8d8ea1b1cdd756ca21a7,conv-41,18,other,True,2,True,True,2,49,15946,cd2e48c7c81f3bfc6e6d4be15ca59ba5a66380393741cfef14dc1e3e9b64b8db,0,2,True,True,2,49,15990,e3b82f73cca766bb8798339e340b73ec57c6a56b10b5b9b4573e44f85b00f5ca,0,2,True,True,2,47,16000,112dfddad53e673871527997bf7b6cf9fca2241f3f461544011912c1d3b6d9bf,0,2,True,True,2,95,31983,deb3ebd5b211cbfdfb8a37196a3b716255cdeff63ff7955eddce74620ad60370,0,2,True,True,2,97,31977,c8da17b345be1da23eaf1c06f82038790fef78e6be742bea442015f1912e2e0d,0,2,True,True,2,96,31997,f372a325b08df9a8d038bda200b9da47a46a0483334e32581eccc3ce9164fd30,0,2
bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,a325fe9c0f1d6e23c2c37dc4dcbc40243041ba53ea3bba057b89e665f74f308c,conv-41,19,other,True,2,True,True,2,53,15966,8321a25d979ca1e525acd0feee12a013ff8ba3f9feee0a15584418c82d66d0df,0,2,True,True,2,52,16000,1768b94e05894bc691d3bc76b35f420e13c56b99fa7145c4f72db64c3efc9d8f,0,2,True,True,2,49,15998,dcba54b1c9b25556ac9cc205df8dd7366d40563f2460e4f499569cda322c0698,0,2,True,True,2,105,32000,23616eca23580bf5daf44e66bd253ebf4d89722938382ac381d266a644886549,0,2,True,True,2,105,31981,19d5115f27ca2053de38dac4d09a5664b67e4e1c29009c3c000c6f9459836ca7,0,2,True,True,2,96,31897,81fe2fa14ef02e3c6c19e40628060c1170bc3384df605b67b80f54b032a28b34,0,2
9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,e59f21aeb0233f80a3b11fadb236c3ca51b2c51f36c19b6c8f5fb773e7caaae5,conv-41,20,other,True,2,True,True,2,46,15931,1043de86b5f81b68bf0082438d9f53de913c187c5bd4fa8e19cff99d6b9e46a2,0,2,True,True,2,45,15968,2bcb86f7a82dc5573db5b2ddaad370c72e783482beda0e60d7a5363a6cc233d4,0,2,True,True,2,47,15990,66e73e793e616e7a2d0b127fcce5108a79473c8aa623640508e6ab7d263ece28,0,2,True,True,2,93,31984,95b2ec52feee2cff79639c7ca191377ace349613ad7442bb4d743aa4bc710d02,0,2,True,True,2,94,31990,8b5efb737b265fdac36f175d5da674cba2e4a840df3ec8f944a5fd3896da0702,0,2,True,True,2,93,31975,1b7db536bcc83b81bf14098033caf5b855c8c9b5370ba482023035091a7b21fa,0,2
8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,4eea2132d22eb92211fdcbdf4c1b7cd4be266d26baab4d8992c55fdd8ff5136a,conv-41,21,other,True,2,True,True,2,50,15945,5db66cd96dcf228d6419f769f6214d0641f9d11684edcc1377d4293b461ba7e8,0,2,True,True,2,50,15922,9a5739dfe3919f6913f40110209d97e5b5e48cc5bfaed3444cfc5d8618b513c3,0,2,True,True,2,49,15973,ffd6453c7b8d88057a7b9f2bbc7733d3276fc3b174527616cb454c213c2f0407,0,2,True,True,2,97,31899,f942d74073c3657ce3d5285f66476816e10ad28d84236e1583038e36313252fa,0,2,True,True,2,98,31967,334bfb8df3bd8364cc22ee6b4afa16f718a4376ef3df22363f5b834a08564a30,0,2,True,True,2,96,31992,10fa2b24fd485bc3565c928ae95355cf950e57470a76627bc6efaf750f8deddc,0,2
ed0317028cb6b2a34fbf1078c280bf61740133cba018028c2cb1ac0a1e4c6c20,b5ca38c3383223111b64dd490423bd189b419cda6685e3a1856844dc56b800d7,conv-41,22,targeted,True,1,True,True,1,44,15964,8f1908bd824ba313650e9784221bd79286e6b57eaf68ed0c939801893d13e362,0,1,True,True,1,44,15990,68d2d037fda8f60996aa46705fff7ce47b60dbcf176772d599096629d0174203,0,1,True,True,1,46,15994,5af6147c66d4b34464930189a6da3b2bdf63007c376dba00f9830c7f666a596c,0,1,True,True,1,93,31995,50da0b55ec53ca9180f45e3cea2073cc17ff7c4f5afa0e151f87ded11790a9d1,0,1,True,True,1,93,31994,6ff772a48390713e6886a500e7b3b19edf4f831d6f373cc98c8c5d3dbf3e30de,0,1,True,True,1,90,31907,4bc370ca3325317bf6f577b54cf1c08535ba25c68f9ba8d1f599c93053e6d262,0,1
ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,17d6b01434f5173497c2c93b666413ffefe2c7c6feca3bd50fc3839fe35fc0e3,conv-41,23,other,True,2,True,True,2,49,15922,6f77786ab95ce74a33994da2a08a0c420a2715ddc3400d49422a5468787878c8,0,2,True,True,2,49,15914,5251a1e0b26fee7490954d4b137950e2678c4d518425827b03705cf6c1f320cf,0,2,True,True,2,48,15929,bf3223283e582e011a4eba5c691dd6fa861c401a4570381f1954481584ffbd5b,0,2,True,True,2,101,31991,3c31847d2af326eb6777c716e2bef152434e060abb1de9dd7b2a0bab39f42974,0,2,True,True,2,101,31996,3a8dc7dbfed2b1b407b953cdb3fdc628124f6f32957616378a1473fd0e6d5412,0,2,True,True,2,94,31981,bdded169fee6a2cd5021dc5e6f8bbccdcc888668708e9b8f79bbb6769e0adeaa,0,2
c3c975d4a2c1c5861466968b73713667362225314ada1d2aeebb693134fb0957,765a36856fc254e3937821c1261dbd8f4c500d43d5de9eb2fe46ff1113215477,conv-41,24,targeted,True,1,True,True,1,47,15945,c5501be24986f6b15e6cfc3a4039c496dc8c727f56e9c1c22f82f288acc837b8,0,1,True,True,1,47,15994,6a9d36e6c1b01a99bd90a601f068ba748f57a9f68b0dc990cff2366b396de0d1,0,1,True,True,1,48,15988,e4983dc935367c3bbf7b426a0d78017a6ece2a49ed4cb66b80c695342b1142a1,0,1,True,True,1,91,31938,ae6fd3e5e3715ee40b5cd5145222b17a3e01ff8580bc82547cbcc5f6e14b23ff,0,1,True,True,1,91,31990,3ead930f3bbedb94988d1e25d95fa2bbfa85b6d306082ed9db1c8b88a0fa1b30,0,1,True,True,1,94,31981,48cb440a971949b1bab0da03e48c26a0085685fcbba2275ab8d19b80e92bde0c,0,1
4ce72206d70eb2010ed5fae4597ec37dbe0621e80aebe7151c724290bf094855,98c64c43a24ade754f876e7657567183ddb78e1f5082508a87d3c3971bdffe5a,conv-41,25,other,True,2,True,True,2,51,15976,8471cb19e8df91ccadb90f3e8a04125521dfc422856dac0bcffcf2191f20adf1,0,2,True,True,2,51,15904,1b8c39d75c7dc7b3bf108b23c4f9f9414be197cc9fdc2e2b659a951d257cb660,1,1,True,True,2,49,15907,9fa76c2d49aa31db25f97a4d6cd725905e78fecaf80461728a8d652810f69f2d,1,1,True,True,2,101,31920,bfda25d79364a63484bb79e490614000ef58fdff7fe86f4c45335f5baa9b13fa,0,2,True,True,2,101,31906,4b11be959f88ef58a915c02d11252a2ec1fd04850abe0a0731275d42981e69a0,0,2,True,True,2,95,31888,cb2f0a51af2b0012150468b4a4f514fbfdb3c6c81374fbaa78da1d61316fd0df,0,2
8f9ae358d6e7e92632040ed791454da76fbc27d176b9b7a7a30813a7622c46dd,a0cb742f95ec2627053b9f0d22110ae1be1f765fa4f1f576eac716fe06a23018,conv-41,26,other,True,2,True,True,2,45,15975,5fc8f7bdb5e94e2f38d33b7ca4f43512449cedb09d7dca8e1d3bcd6e9707dd51,0,2,True,True,2,44,15997,5c88608d92cdd817ec03d4ab89b9398bc0a85d5b2166b8a24b1169ee2f107369,0,2,True,True,2,46,15983,f56ef34db5a02d0d5818c013c16e50285c1da1353e34aec6ba22c34fa3271ba1,0,2,True,True,2,95,31954,104e7374661046d4a5dfbb8f8b0f40e227a052d66ee6567e509cb6eb5cdb22be,0,2,True,True,2,94,31922,40018c0772d4986bd68ffb57746e71f696e148118151d61c5ac407638074f616,0,2,True,True,2,91,31917,3486b4fdaa4255e1c1a5eb896d9b5b9391936b692ee689bd90878fd9d1d1a4d1,0,2
b775fcf9187bb1dc5eea4a1054905ad24e76b2bfa4a9e7fd83b8cd39592cac01,dedf94dbe4ecdd6d06fc72a4c3dd6837a6add52c262e8c550196b99bbc767abf,conv-41,27,targeted,True,1,True,True,1,43,15948,fcae63c98fa5870704cf64c803e4d9a5077971ea6734fe601d5a5b9bc0314f54,0,1,True,True,1,44,15992,49a4d062169cde47b48ffbca5974e31d6926b96928eccb01e55b1fe8ba744657,0,1,True,True,1,45,15999,86736c515c7d5060df6000e2f75c52b5c219b8cbff46d0fee14d2a11d2e71f44,0,1,True,True,1,91,31940,81f464107c164553c5f2c900bda9d8054f30e44efe402b4bd41c3ff2a014d9b3,0,1,True,True,1,90,31897,80d0f1545c5421e84d2726488e407e5bfc5a4b7d54ba88f62ccdc179d467f9f4,0,1,True,True,1,89,31894,e4da797129feb5dc6ae92b042b41f43c9992d5ac5f18f73eb22a782cfbdfc72f,0,1
