question_id,sample_id,source_index,population,cc80_16000_evidence,cc80_16000_complete,cc80_32000_evidence,cc80_32000_complete,aspect_static_16000_evidence,aspect_static_16000_complete,aspect_static_32000_evidence,aspect_static_32000_complete,dynamic_prompt_16000_evidence,dynamic_prompt_16000_complete,dynamic_prompt_32000_evidence,dynamic_prompt_32000_complete,residual_aspect_16000_evidence,residual_aspect_16000_complete,residual_aspect_32000_evidence,residual_aspect_32000_complete
af3c9b2697cd74f1299778d1fd9b47d45bbe238357514de39d3f30646c8da82a,conv-41,63,other,2,True,2,True,2,True,2,True,2,True,2,True,2,True,2,True
5f30487527c8d532f3b0cd5baec495674a10126b5003fef91554d12f1079ede3,conv-41,64,breadth,0,False,2,False,0,False,2,False,1,False,1,False,0,False,2,False
d994c5dbf79b3037e45ce749cb2f63074d734415df8d7065ee488748b1611b00,conv-41,65,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
7f71270f2886f58ad0db19a422a14f9f8b8859f20e5dcc4a636d1d44ee070920,conv-41,66,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
66b4152210204f50f7cb731946339920fcd6c9df8d0a9fd36b822d05fc49492d,conv-41,67,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
b8bc0e905715cdbcf2ab7bb2f8defeee076ab3e3512ad83c6b44d734c8e64455,conv-41,68,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
4b524ab97ad92c975195c175eaeee2369cf22d814c49fb19e16d80813f38156e,conv-41,69,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
472cff1f39f563b30261e9ce91f3d06455e2d8529de1ceb5cad6c4ef05cb64eb,conv-41,70,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
1c5f12227666a19e7cade34d74a69ec8f8a985cfc6f633b27c78f7de40872783,conv-41,71,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
c680a0c7ab5e45bee663dad99784805b7ddc6580fbeae4a9dc740cd2d7933771,conv-41,72,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
f6beb86d834a79752f10413efd4ca0355c1b6b55ad2589c1017e44c894011932,conv-41,73,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
5bcc60e6202cbdde78c437b697deab64f36b5f3232ad8b6d3cbd2b56a2fdf1c2,conv-41,74,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
136977e4c66c5c46e566f3d51725f45aae0327b6f8767183941e4c82a827e032,conv-41,75,targeted,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False
142f8efd427fdd8459c9fd28efc8d8cbdbbe64fa5a726146d5fc8091e67fb55e,conv-41,76,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
0625ad6d87d8c423aaaee7b3b0d12b1f8e31dced50e08add28f0d66c65cc08bb,conv-41,77,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
3f26fecb7b8c7850ea71efbec39c056f371ed3c2e1824097de6da2ee1e698b66,conv-41,78,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
da4aa2928cfec937c75583ec57a16ecc35e80932f488f8c16b9c7886dd0ed6e4,conv-41,79,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
dd781c027b4579dc16f719ceb577c9c8a84b8b2a96151316914f6df1327b8939,conv-41,80,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
c9e114ff54b2acd2f002de9314a2ba1e352f777440ea5367ae21264ee9bbf9fb,conv-41,81,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
270e24fc0edb6f8c11f9c46ddebe26dd4ab7a97aad9365370d8503926e4f7f9f,conv-41,82,targeted,0,False,1,True,0,False,0,False,0,False,0,False,0,False,0,False
36e03f6119fd601b7d3a76eef64c239c6b07f92f262412f987797abb20961b06,conv-41,83,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
190d7ceef48018a21395a1e9dae0b0eb0b009a9df899038c7eae7223557f00f0,conv-41,84,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
a94a6c814011f43ed0fe862ec77997bdf8f6a04b7141e24354b68cf1b4363fec,conv-41,85,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
73dc27d967492533037784ea587ddba6841f0d639d7b5e409c8b524c7c680905,conv-41,86,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
e80a8cb12ba7e3039ed40c8efdc5fb9da4d3e878b7f5b519593a016d5951a072,conv-41,87,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
c456233af3ac59ee17409dc0a2d55e26cbf460c0b646ad354d1692f6d74c5bff,conv-41,88,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
4100ab9797d09aa73ead8fc898286227a663d5ea1e77b6dcb5880834a5276bd9,conv-41,89,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
1901350b68c5ddfe6c042552a7fcba09fa48459c221fba1a4fe1ca46e3b3943b,conv-41,90,targeted,0,False,0,False,0,False,1,True,0,False,0,False,0,False,1,True
1bfdd0785118525b71ee4a4f7a260ca8198f9f47f7aea0cbb966acbedca16fae,conv-41,91,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
3fc421c922311fbcd561baacb0a3e2392686093904f25d7f0bd432b52c446699,conv-41,92,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
c999400bebd41b668faa6c0b86f43a7bc022aee773fc5b75173731a01ed379a5,conv-41,93,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
9389c8d0e05c3e5300d9e079cb05b661ab96e470bdd216f02137729461b2ebb8,conv-41,94,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
4f8879b30ded93074f60074c056eddf69906ea51e349e828893a70f3dff6cd8d,conv-41,95,targeted,1,True,1,True,0,False,1,True,1,True,1,True,1,True,1,True
fa6d171e774db5f02bb24e1054b0bae761a2e1bda96f2550e382c6ec3f677c37,conv-41,96,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
e39619590c52e3edde97544e3bdd79e48ad166acf387110c0658f350d1c692cd,conv-41,97,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
b2712f58b2f615d0a6001547951bd2dbe64c89f0a1f1dfb7d9b18b5d5c0f3627,conv-41,98,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
26b8fee9bc82a4fa532b85ea3d8323b8fa42b0d5ddcdec10f430a0a072591001,conv-41,99,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
55182db2ad04e61ecc6cd0f3979e66b93865f94a17333ff0c8e5ed980785c2b4,conv-41,100,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
efd88595b29517e3b1c2d7400bb31442c5abef8727bbd934bb448bdfa44a595e,conv-41,101,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
58d85e4977b631800845043bce927d9012751c51d39e62521802a28e9a80a3db,conv-41,102,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
168e1703c86018a1f83258cfcdd4ddbe50daff459aa968466f4736267465c34d,conv-41,103,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
2693c3a4e9e1cd94497c328a0f831b5f9b5e688f463449cedd3be453299c2c6f,conv-41,104,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
3d884027b11bb5693383321ad96a7223d78e1fe68c2be5a3e9daf30c97bc1ff4,conv-41,105,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
51a61d6ba9ea63725cba397d1854b772c98592406ce731e1f080534e7bf4d8fa,conv-41,106,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
3dd422c28b15bfc7532e5ec1ed43d7bd98d2a59d75d9e84e80e7ec4481683e4a,conv-41,107,targeted,0,False,0,False,1,True,1,True,0,False,0,False,1,True,1,True
4a7934decfbe4693843354b50d8dbd3395a6362f3e0d662986b491e915769e84,conv-41,108,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
0f6a656c4dd3a6d4c4aa74e40629357576ea65b5af802261f6b8069a05a870bf,conv-41,109,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
5be306aecff5ccc9b741c7e7c0dffc398351e3df3d221cd179c815ee2daac36a,conv-41,110,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
954a729e44a3de6ab20353a0bfd52a97d9a89029e0ada71346146f442b142c55,conv-41,111,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
7b74888385d4318f7cdd5fcf18fb27921ede95b137677aa6e4446d7934ca1dba,conv-41,112,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
5688d1d9e3dfaacf902380b394609b040b826b533cdc91503dbacc66bce2c246,conv-41,113,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
b84295b60ece1edc0542fc349f3a67ca39a2e0b1d356bdc17a689377141f06ff,conv-41,114,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
ae828f6cfb3bf753e9d1f333795935d8056b1d7fc9908a14a9106751fb08bf18,conv-41,115,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
90d626053cf2bc0a67337fc7e441359538659b1e6d7cade9a19274e971a10ead,conv-41,116,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
bc76f5144509b3b0571b40f1851b25f4ac54d12bfface698d23a4e8c2fa658a5,conv-41,117,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
d92f9fbdcbf177c769957466731e88da32930795f9498bc4280fc1f75bd6f3d2,conv-41,118,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
455a52ad1b469fbf334c134723110e97df123f0560d5ea33f3d78a8eb58d6f72,conv-41,119,targeted,1,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True
5bc367eaaa7bb61a4f410d68d26d34cd59bdbd705bbc41dcb4d57d95386c4d4c,conv-41,120,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
a6854d1746ee25222851a01a93285abbfb39d0514ee85587d22941368c099223,conv-41,121,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
cf05ff64213e09272cd0e5b7cd6776c449f2965300d00f17a893e654f6319ff2,conv-41,122,targeted,1,True,1,True,0,False,1,True,0,False,1,True,0,False,1,True
74fbd599bce6be2c928b523e49470449db883a0c82d2f8450c1139bd5cc0898a,conv-41,123,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
84ef28a5108a343b3a3ff3bf27ab5b2deacad234e97573386015853d25b2f24f,conv-41,124,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
b7e90f46d89e8bccb1cce16cf45690c5a26c021ebc3373d54727e79bbfb93b75,conv-41,125,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
406164621957eae559dfe03d81c3b82784e7e33dafe24a2450952ea16d2881f1,conv-41,126,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
2210b772f786d52f146c4a8cf239de8716df204a78df574fa5e5bd38e8bf83ba,conv-41,127,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
b1e545e542ad874b3564a7412dbfd23eb1856839aacaef6b8fd4c4dea0abd130,conv-41,128,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
1c5c0dd076e28e81101b18fef840034a172a3780a7010f61f51f6a03d08a282c,conv-41,129,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
604b382a0da45c11954c71fb40ddd4510228b7118e916d2cadbc736e07b5f35a,conv-41,130,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
d62bca93ff7c87776e395d7455366fbf1db749dce1ed2dfb3a723362caa27519,conv-41,131,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
bd6478ce3e8c00f635373de5654890be76bf0a5bb0c674eb38573ca3ebda2442,conv-41,132,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
858b453cb8aa44d715378ad5072017facdd6c4385bcdabb84701c313be491391,conv-41,133,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
844db0408d7aa28edc4c2b59d01a9db9cbe2987e0244fdba0f3c3e3d063680ed,conv-41,134,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
c7acb34275e7aa836fe52f2794afff19d0e499233d297c9367a4759d4ea78e4c,conv-41,135,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
956f0a351bdc18fea75fe7faafda94f1788d8bdaa9629ca1733c461ce1d6dc1a,conv-41,136,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
4f8e31dcaefc3c934e771b2ac4cea561b675a06556ea8c98292f560a6ac44a89,conv-41,137,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
6985d96286902572e3266d9e8097b60dc94c50d9ab0a32301c39807b01d91962,conv-41,138,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
2b96ef9d564aba43af0eeb5f2c664eda7e5d8487058ba11b1530556bb3968726,conv-41,139,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
12ff873895417b2b8738f301446f00e2af219622d38e45861687a1590889bec0,conv-41,140,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
e072a917b5401119f3dc128050485a770577c7b50f931a33f29801f058595c52,conv-41,141,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
5ce987b031ceffbef4e82fe93d8d06b637164c5759c241b70c2bfd7918e3a326,conv-41,142,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
76689bd66bb41eb3f520ab59664732101aaf3b1495e54340df0e3dec2adc0ffc,conv-41,143,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
9101305a13ff15c7ff886d67c3c346648c6aba6e4ec90ae10a2b472fdd7991b2,conv-41,144,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
f848857d4cb60049328de9ac467b8d7b4ca90a22a1cddfc915c6c213c964e218,conv-41,145,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
1b92581f7da6b206bd50389c0a92c6f332aeb24924ece4d4941c952da46001da,conv-41,146,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
1570ed55c4d52662abd88063612ba29dd837e9c54087d855b6369874db8cc160,conv-41,147,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
1a87e8b261ff7b06b8dd541a2ad7669f60d31cc5155664d0f57ec40d42eebe07,conv-41,148,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
3670971da03be2d4a8dfb869295c91ae95c9e542e2cb1940890c3e6b53c0255a,conv-41,149,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
35e21af4a0f1ed9b75a9cb0c2a3b228af7fad01f8d34d71b7be63089b58bca6a,conv-41,150,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
fef3e92cb81eb3393f5bd6e3767aab8c3ac558f405c5c6cf0d3d026c9f5fac5a,conv-41,151,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
2f873ae93a4065c7626bb66686865ed5380512eac8178e185cdb39dd3a3b39aa,conv-41,152,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
fb14b320ff7f961f39c0540c45ec7fd6143c82f9d362be404b882fc762664713,conv-41,153,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
43181c9e0e61e087f1844007955635e2a580d7b2a4f1265b2cb07674ecc2fe21,conv-41,154,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
6e9cb9db497fad635aa4bea49e0842d5d2e19e25ce9187a07f8deba8eb82f622,conv-41,155,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
ef357ff73e1b22a58be8d9db6889567f79c19433b565ae18dc6bc2c0b1a0cf00,conv-41,156,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
5c40f50da56d71150d681519a9d5a8b7a532c29471cbbb1af763986947b3d032,conv-41,157,targeted,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True
